date.difference,mag.dist,date.diff,Hydrogenoanaerobacterium,Granulicatella,Coprococcus,Phascolarctobacterium,Victivallis,Dorea,Desulfosporosinus,Ruminococcus,Peptostreptococcus,Sarcina,Marvinbryantia,Subdoligranulum,Akkermansia,Veillonella,Campylobacter,Tetragenococcus,Dialister,Pantoea,Pseudomonas,Enterorhabdus,Christensenella,Collinsella,Candidatus.Arthromitus,Bacillus,Gemella,Parabacteroides,Faecalibacterium,Anaerotruncus,Streptococcus,Alistipes,Anaerostipes,Anaerosporobacter,Clostridium,Butyricimonas,Coprobacillus,Holdemania,Alkalispirillum,Macellibacteroides,Propionispora,Enterobacter,Peptococcus,Finegoldia,Escherichia,Klebsiella,Oscillibacter,Halorhodospira,Lactobacillus,Serratia,Shigella,Bilophila,Pseudobutyrivibrio,Blautia,Morganella,Providencia,Salmonella,Eubacterium,Sutterella,Peptoniphilus,Adlercreutzia,Corynebacterium,Parvimonas,Parasutterella,Tatumella,Bacteroides,Butyrivibrio,Flavonifractor,Barnesiella,Desulfovibrio,Prevotella,Roseburia,Lachnospira,Thalassospira,Pectobacterium,Acetitomaculum,Odoribacter,Mannheimia,Gordonibacter,Leuconostoc,Paludibacter,Sporobacter,Aquisalimonas,Aggregatibacter,Sporomusa,Moryella,Actinomyces,Gardnerella,Eikenella,Oribacterium,Erysipelatoclostridium,Varibaculum,Oscillospira,Actinobacillus,Bifidobacterium,Haemophilus,Anaerofilum,Paenibacillus,Fusobacterium,Megasphaera,Herbaspirillum,Papillibacter,Johnsonella,Thiothrix,Enorma,Porphyromonas,Dysgonomonas,Olsenella,Flavobacterium,Enterococcus,Cronobacter,Intestinimonas,Pediococcus,Shuttleworthia,Alicyclobacillus,Robinsoniella,Erwinia,Citrobacter,Chromobacterium,Plesiomonas,Aeromonas,Anaerococcus,Candidatus.Armantifilum,Flexibacter,Devosia,Chryseobacterium,Planifilum,Turicibacter,Anaeroplasma,Natranaerovirga,Howardella,Brevundimonas,Cellvibrio,Lonsdalea,Rahnella,Hafnia,Yersinia,Francisella,Methylobacter,Rhodobacter,Dechloromarinus,Ewingella,Thermus,Nitrosomonas,image_paths
496,0.597674,2013-07-14 - 2014-11-22,0.0,0.0,0.016346,0.009622,1.8e-05,0.000592,8e-05,0.058546,0.000676,0.000812,0.000815,0.014848,0.000158,0.000102,0.0,0.0,0.001956,0.0,0.0,0.0,0.000703,0.000385,0.0,0.0,0.000835,0.008984,0.06757,0.000917,0.002609,0.002355,0.001656,7.4e-05,0.040734,0.001509,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.000185,0.002032,0.000167,0.0,0.001231,0.0,0.012698,3.5e-05,0.0,0.001433,0.059053,0.010578,0.0,0.0,6.2e-05,0.103241,0.000693,6.6e-05,1e-06,0.00237,5.3e-05,0.000184,0.0,0.016793,0.007354,3.5e-05,0.0021,0.002361,0.000145,0.037303,0.027991,0.007561,0.000141,0.000697,0.001026,1.8e-05,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,1.8e-05,0.0,0.0,0.0,2.7e-05,0.0,0.000229,0.000106,0.002294,0.0,3.5e-05,6.6e-05,3.5e-05,1.8e-05,0.0,0.0,0.0,0.0,0.000306,0.0,0.0,2.7e-05,0.0,1.8e-05,0.059102,0.0,0.0,0.0,0.0,3.5e-05,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.0,0.001076,0.002577,0.000239,0.000638,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-07-14 - 2014-11-22.png
511,0.343912,2013-07-14 - 2014-12-07,0.0,0.0,0.002885,0.008657,1.8e-05,0.000699,2.3e-05,0.022004,0.000703,5.6e-05,0.000293,0.001639,0.000135,0.000168,0.0,4.6e-05,0.001545,0.0,0.000265,9.2e-05,0.000622,0.000624,4.6e-05,0.000104,0.000835,0.015895,0.011706,0.000146,0.000192,0.003758,0.009075,0.000173,0.003841,0.001772,0.0,9e-06,0.0,0.0,5.8e-05,0.0,0.000127,0.0,0.000144,0.0,0.000378,0.0,0.015322,1.2e-05,5.8e-05,0.000372,0.012876,0.004932,0.022638,0.005201,6.2e-05,0.100166,0.004726,0.0,0.000643,9.1e-05,5.3e-05,0.003613,0.0,0.000179,0.00069,0.000184,0.000444,0.000104,0.000334,0.016677,0.005211,0.001368,9.5e-05,0.000906,0.000501,1.8e-05,5.3e-05,0.0,4.6e-05,2.3e-05,0.0,0.0,0.0,2.3e-05,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.000206,0.0,7e-05,0.0,1.2e-05,2.3e-05,3.5e-05,1.8e-05,8.1e-05,5.8e-05,3.5e-05,0.0,0.000115,0.0,0.000127,0.0,0.0,1.8e-05,0.056397,0.0,0.0,0.0,0.0,1.8e-05,4.6e-05,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.00015,0.0,0.0,0.0,./imgs/2013-07-14 - 2014-12-07.png
521,0.440301,2013-07-14 - 2014-12-17,0.0,1e-05,0.004272,0.009768,1.8e-05,0.0001,7.4e-05,0.054599,0.000693,0.000162,0.00063,0.004328,0.000422,0.000178,0.000177,0.0,0.004929,0.0,0.003221,1e-05,0.000482,0.000366,3.4e-05,0.0,0.000815,0.006926,0.008694,3.1e-05,0.004295,0.003341,0.00517,0.00042,0.000284,0.000231,0.0,4.4e-05,0.0,0.0,1e-05,0.0,9.6e-05,0.0,0.000167,0.0,0.000788,0.0,0.013917,3.5e-05,0.0,8.1e-05,0.034514,0.006052,0.022325,0.006098,6.2e-05,0.082051,0.004506,0.0,0.000515,0.000114,5.3e-05,0.003729,0.0,0.018165,0.006524,3.5e-05,0.000581,0.000579,0.000666,0.029105,0.031978,0.002008,9.7e-05,5.9e-05,0.000642,1.8e-05,3.3e-05,0.0,3.4e-05,0.0,0.0,0.0,0.0,1e-05,1.8e-05,0.0,0.0,1.5e-05,0.0,0.0,0.000229,2e-05,6e-06,0.0,3.5e-05,1e-05,2.5e-05,8e-06,0.000192,0.0,1e-05,0.0,4.4e-05,5.4e-05,6.4e-05,0.0,0.0,1.8e-05,0.059068,0.0,0.0,0.0,0.0,8e-06,0.0,6.2e-05,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-07-14 - 2014-12-17.png
541,0.586666,2013-07-14 - 2015-01-06,5e-05,0.0,0.006033,0.009509,3e-06,0.01121,0.000143,0.045635,0.000335,0.000314,0.000164,0.000668,0.011374,6.2e-05,0.0,0.0,0.001855,0.000376,5.4e-05,0.0,0.000649,0.000891,8e-06,7.4e-05,0.000564,0.024791,0.013549,0.000252,0.000324,0.000894,0.017674,0.000302,0.004517,0.001514,0.0,3.6e-05,0.0,8e-06,5.4e-05,0.028335,0.00017,0.0,5.1e-05,0.001243,0.001119,0.0,0.01531,0.000151,3.1e-05,0.000229,0.023705,0.037239,0.008856,0.001115,0.001011,0.095338,0.003422,8e-06,0.000501,9.5e-05,3.8e-05,0.001148,8.5e-05,0.054551,0.006317,4e-06,0.004609,0.002024,0.002076,0.042429,0.032564,0.008277,0.00061,0.000618,0.000479,4.4e-05,4.5e-05,0.0,1.2e-05,0.0,0.0,0.0,0.0,4.3e-05,1e-05,1.5e-05,0.0,1.5e-05,0.0,4.6e-05,0.000214,8e-06,7e-05,8e-06,2.3e-05,0.000197,3.5e-05,6e-06,1.5e-05,8e-06,0.0,0.0,0.0,8e-06,7.4e-05,0.0,0.0,1.8e-05,0.055986,0.0,1.5e-05,0.000124,0.000592,0.000102,1.9e-05,0.000147,3.5e-05,8e-06,0.000778,5.8e-05,0.000244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-07-14 - 2015-01-06.png
549,0.834123,2013-07-14 - 2015-01-14,0.000269,0.000152,0.005692,0.009288,0.000158,0.012772,9.4e-05,0.040075,5.9e-05,0.003375,0.000134,0.002626,0.00722,7.4e-05,2.3e-05,0.000937,0.005278,0.014111,5.9e-05,2.3e-05,0.00068,0.000792,2.3e-05,4.7e-05,0.000226,0.047519,0.124414,0.002215,0.000601,0.002199,0.01867,5.1e-05,0.099796,0.004957,0.000375,2.1e-05,0.000176,0.000187,2.3e-05,0.001534,8e-05,3.5e-05,0.00012,2.3e-05,0.001161,0.000105,0.014513,0.000152,3.5e-05,0.000698,0.013864,0.044638,0.004918,0.005235,0.000219,0.074488,0.002017,2.3e-05,4.4e-05,9.1e-05,1.8e-05,0.000226,8.2e-05,0.0958,0.005567,7e-05,0.012156,0.006613,0.000447,0.035987,0.033424,0.006847,0.006721,0.000601,0.000464,1.8e-05,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.000229,0.0,7e-05,0.0,3.5e-05,0.0,3.5e-05,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.059142,0.0,0.0,0.0,0.0,1.8e-05,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-07-14 - 2015-01-14.png
560,0.760164,2013-07-14 - 2015-01-25,0.000104,0.0,0.003813,0.008621,1.8e-05,0.023384,5.2e-05,0.122108,0.000573,0.00023,0.001941,0.002284,0.065536,9.7e-05,0.0,0.0,0.004051,0.0,0.0,0.000208,0.000651,0.000782,0.000208,0.000104,0.000835,0.008966,0.125583,0.000184,0.000713,0.005163,0.044147,0.000484,0.001439,0.000244,0.0,4.4e-05,0.0,0.0,5.2e-05,0.0,0.000133,0.0,0.000167,0.0,0.001231,0.0,0.011205,3.5e-05,0.0,0.000154,0.001139,0.057132,0.0,0.0,6.2e-05,0.100141,0.002216,0.0,0.001769,0.000114,5.3e-05,0.000343,0.0,0.002122,0.004844,3.5e-05,0.007935,0.002701,4.9e-05,0.04257,0.032051,0.007171,0.000141,0.000636,0.000774,1.8e-05,5.3e-05,0.0,5.2e-05,0.0,0.0,0.0,0.0,5.2e-05,3.4e-05,0.0,0.0,5.2e-05,0.0,0.0,0.000229,0.0,8e-06,0.0,3.5e-05,0.0,3.5e-05,3.4e-05,0.0,5.2e-05,7.8e-05,0.000104,0.00026,0.000104,7.8e-05,0.000104,0.0,1.8e-05,0.059142,0.0,0.0,0.0,0.0,1.8e-05,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-07-14 - 2015-01-25.png
574,0.478258,2013-07-14 - 2015-02-08,0.0,0.0,0.001814,0.009333,2.3e-05,0.009146,0.0,0.075759,0.000641,0.000926,0.003683,0.003898,0.003551,1.5e-05,0.0,0.0,0.004989,0.0,4.1e-05,0.0,0.000662,0.002195,0.0,0.0,0.000835,0.004101,0.029073,0.000468,0.004675,0.004294,0.010205,0.000484,0.001393,0.000318,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.000185,0.0,0.000167,0.0,0.00119,0.0,0.012936,3.5e-05,0.0,0.000691,0.025496,0.044893,6.2e-05,0.0,6.2e-05,0.0982,0.001577,0.0,0.000262,0.000114,1.2e-05,0.000729,0.0,0.002978,0.002675,3.5e-05,0.001628,0.000275,0.000557,0.005065,0.035324,0.007169,0.0001,0.000808,0.00128,1.8e-05,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4e-05,0.0,0.0,4.1e-05,4.1e-05,0.0,0.000229,0.0,0.000425,0.0,3.5e-05,0.0,3.5e-05,1.8e-05,0.0,0.0,0.0,0.0,0.000247,0.0,0.0,4.1e-05,0.0,1.8e-05,0.059142,4.1e-05,0.0,0.0,0.0,1.8e-05,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.000515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,0.000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-07-14 - 2015-02-08.png
589,0.531082,2013-07-14 - 2015-02-23,0.0,0.0,0.003381,0.003622,1.8e-05,0.009083,0.000109,0.183747,0.000703,0.000319,0.000565,0.000145,2.7e-05,9.7e-05,0.0,0.0,3.2e-05,0.0,0.000239,0.0,0.000703,0.001099,0.0,0.0,0.000835,0.002552,0.018148,0.000777,0.000765,0.006757,0.005811,0.000474,0.001138,0.001552,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.000185,0.0,0.000167,0.0,0.001057,0.0,0.013953,9e-06,0.0,0.001128,0.020627,0.029516,0.016584,0.002568,6.2e-05,0.085555,0.000439,0.0,6.1e-05,0.000114,5.3e-05,0.002486,0.0,0.002153,0.002563,3.5e-05,0.001151,0.002189,0.000337,0.006638,0.030056,0.007169,9.7e-05,4.3e-05,0.001359,1.8e-05,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.0,0.0,4.4e-05,0.0,0.0,0.000229,0.0,7e-05,0.0,3.5e-05,0.000239,3.5e-05,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.059077,0.0,0.0,0.0,0.0,1.8e-05,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,./imgs/2013-07-14 - 2015-02-23.png
24,0.453069,2013-08-10 - 2013-09-03,0.0,0.0,0.001765,0.001531,0.000154,0.000568,0.0,0.024572,4e-05,0.0008,8.2e-05,0.002385,7.7e-05,0.000325,0.0,0.0,0.000921,9.9e-05,7.9e-05,4.1e-05,0.000258,0.001782,0.0,2.9e-05,6.7e-05,0.001675,0.098072,0.001524,0.000837,0.003715,0.022555,1.6e-05,0.001679,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.000106,2.3e-05,0.000801,0.0,0.00953,0.000919,5e-06,0.000236,0.001989,0.049317,0.0,0.0,0.000148,0.066874,0.000128,0.0,1e-05,2e-05,2.8e-05,0.000147,9e-06,0.003698,0.039446,3.2e-05,0.0054,0.001899,0.000253,0.02763,0.021354,0.030109,0.000198,0.000307,0.000182,2.1e-05,6.5e-05,0.0,0.0,4.2e-05,0.0,0.0,0.0,6.1e-05,4.9e-05,0.000264,0.0,6.8e-05,8e-05,0.0,0.001131,1e-06,0.000423,5.3e-05,7.5e-05,2.4e-05,2.4e-05,1.4e-05,0.000239,2.4e-05,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.023558,6e-06,0.000103,8e-06,0.0,8e-06,0.0,2e-05,2.8e-05,0.0,0.0,2.6e-05,0.0,8e-06,0.0,0.000111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,1.9e-05,0.0,0.0,./imgs/2013-08-10 - 2013-09-03.png
45,0.35869,2013-08-10 - 2013-09-24,0.0,0.0,0.000937,0.000235,0.000175,0.002661,3.2e-05,0.042022,3e-06,0.000958,8e-06,0.000369,2.1e-05,0.000183,0.0,0.0,0.002129,0.024593,1.1e-05,4.1e-05,0.000128,0.000443,0.0,1.3e-05,9e-06,0.006664,0.056754,0.001396,0.001127,0.001976,0.021115,1.6e-05,0.004127,0.000426,0.0,2e-05,0.0,0.0,0.0,0.000149,0.000109,8e-06,0.000274,4.2e-05,0.002185,0.0,0.002031,0.004262,3.3e-05,0.000692,0.003625,0.014448,0.0,0.0,0.000157,0.014867,0.000164,3.7e-05,6.1e-05,4.9e-05,2.8e-05,6.3e-05,0.0,0.031064,0.003686,1.3e-05,0.00567,0.001365,0.000258,0.012001,0.048693,0.004657,2.1e-05,8e-06,5.9e-05,1.6e-05,6.5e-05,0.0,0.0,0.000106,0.0,0.0,0.0,6.6e-05,2.8e-05,4.8e-05,0.0,5.6e-05,7e-06,0.0,0.001033,5.1e-05,7e-06,5.3e-05,6.6e-05,8e-06,2.2e-05,0.0,0.000179,2.5e-05,0.0,0.0,0.0,8e-06,0.0,0.0,1.1e-05,3.7e-05,0.037261,8e-06,0.000101,8e-06,0.0,8e-06,0.0,9e-06,0.0,0.0,0.0,1.6e-05,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2013-09-24.png
78,0.590509,2013-08-10 - 2013-10-27,0.0,0.0,0.006827,0.001659,8.4e-05,0.00727,0.0,0.050013,0.013139,0.000965,0.000279,0.002018,6.9e-05,0.000128,8e-06,0.0,0.000488,4.7e-05,0.000185,3.3e-05,0.000156,0.002715,0.0,1.7e-05,0.004649,0.001698,0.06819,0.001267,0.00022,0.001862,0.011096,1.6e-05,0.001329,0.000503,2.1e-05,5.9e-05,0.0,0.0,0.0,5.3e-05,5.9e-05,1.7e-05,0.000132,0.000999,4.7e-05,1.2e-05,0.002383,0.092395,4.4e-05,0.001266,0.029438,0.041436,3.7e-05,0.0,0.000215,0.019064,7e-06,0.00263,4.2e-05,9e-06,0.000235,0.000204,0.0,0.016719,0.035814,0.000181,0.002589,0.001427,0.000256,0.006813,0.032095,0.014566,6e-06,8e-06,7e-05,5.4e-05,9e-06,0.0,0.0,0.000156,2.5e-05,0.0,0.0,7.3e-05,2.9e-05,1.6e-05,2.5e-05,6.9e-05,7.7e-05,0.000859,0.000643,4.5e-05,0.00033,4.5e-05,0.000197,2.9e-05,0.000119,8.6e-05,1.8e-05,2.5e-05,1.2e-05,2.9e-05,1.6e-05,2.5e-05,0.0,0.0,0.0,1.6e-05,0.10651,2.5e-05,0.000129,0.0,0.0,8e-06,0.0,9e-06,8e-06,0.0,0.0,0.002507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2013-10-27.png
92,0.44997,2013-08-10 - 2013-11-10,0.0,0.0,0.004868,0.00202,3.5e-05,0.000621,0.0,0.038592,0.000247,0.001007,0.000283,0.002317,5e-05,0.000183,0.0,0.0,0.005412,0.00156,0.0,2.1e-05,0.000354,0.001771,0.0,8e-06,0.000182,0.007109,0.079006,0.001746,0.005021,0.003723,0.023765,1.6e-05,0.004963,3.3e-05,0.0,6.9e-05,0.0,0.0,0.0,0.017777,3.8e-05,8e-06,2.7e-05,5e-05,0.001192,0.0,0.000293,0.005335,6.5e-05,0.000471,0.019854,0.009929,1.5e-05,0.0,0.000213,0.053212,7e-06,3e-05,5.1e-05,1.9e-05,2.8e-05,0.000505,0.0,0.024703,0.031117,4.1e-05,0.005278,0.000986,0.00023,0.026935,0.017883,0.015573,6.1e-05,3.7e-05,9.8e-05,1.6e-05,3.5e-05,0.0,0.0,6e-05,0.0,0.0,0.0,9.8e-05,2.9e-05,4e-05,0.0,6.7e-05,9.1e-05,0.0,0.00092,3.5e-05,0.000497,5.3e-05,3.7e-05,2e-06,3.3e-05,6e-05,0.000518,1.8e-05,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,1.5e-05,0.030105,7e-06,0.000122,8e-06,0.0,8e-06,0.0,1e-05,1e-05,0.0,0.0,9e-06,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2013-11-10.png
126,0.56108,2013-08-10 - 2013-12-14,6.3e-05,0.0,0.003955,0.007049,0.000228,0.003572,0.0,0.031122,2e-05,0.000994,0.001093,0.001537,0.006015,0.000121,6e-06,0.0,0.006793,8.8e-05,1.8e-05,4.1e-05,0.000419,0.001891,0.0,2.5e-05,5.4e-05,0.012392,0.160029,0.002735,0.000367,0.00803,0.025994,1.6e-05,0.002672,0.002806,9.6e-05,0.000292,3e-05,0.0,0.0,0.00012,0.00019,4e-06,0.000274,6e-06,0.003397,0.0,0.001646,0.003932,2.6e-05,0.000648,0.012624,0.081675,2.4e-05,0.0,0.000139,0.016718,0.000115,6e-06,7e-06,4.9e-05,2.8e-05,0.000892,0.0,0.042531,0.043585,7e-06,0.004178,0.004414,0.00024,0.012093,0.001038,0.016309,0.000756,0.00016,0.002217,2e-05,6.5e-05,0.0,2.4e-05,5.4e-05,0.0,6e-06,0.0,0.000256,2e-06,0.001122,0.0,7.7e-05,0.00012,0.0,0.001685,1.5e-05,0.000715,4.4e-05,1e-05,1.6e-05,4.8e-05,6e-05,0.000488,3e-06,0.0,0.0,0.0,1.3e-05,0.0,0.0,0.0,0.0,0.024891,2e-06,0.000122,8e-06,0.0,8e-06,0.0,2e-05,1.5e-05,0.0,0.0,1.6e-05,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,6e-06,0.000522,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2013-12-14.png
162,0.611969,2013-08-10 - 2014-01-19,0.0,0.0,0.016449,0.000105,1.7e-05,0.009243,0.0,0.047659,0.006252,0.0002,0.001475,0.001641,0.049733,8.3e-05,7.5e-05,0.0,0.007643,0.010904,2.1e-05,4.1e-05,0.000291,0.003621,0.0,2.4e-05,0.001507,0.017068,0.143223,0.007569,0.00025,0.007433,0.008184,0.0,0.004461,0.001356,0.000266,0.00034,0.0,0.0,0.0,2.1e-05,7.6e-05,8e-06,9.8e-05,0.0,0.003298,2.1e-05,0.010216,0.004437,6.5e-05,0.001634,0.00876,0.013024,8e-05,0.0,0.00018,0.004686,0.000244,0.0,0.000141,3.8e-05,2e-05,3.5e-05,0.0,0.0183,0.039139,1.4e-05,0.003121,0.008695,0.000274,0.002499,0.009369,0.01189,0.008232,6.7e-05,0.001005,0.000144,1.2e-05,5.3e-05,3.2e-05,4.3e-05,0.000208,1.6e-05,0.000101,8.7e-05,6e-06,0.000139,1.6e-05,2e-06,0.000105,4.8e-05,0.001632,3.4e-05,0.000378,5e-06,1.9e-05,1.9e-05,0.001006,0.000474,0.003771,3.3e-05,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.106559,8e-06,0.000122,8e-06,0.0,8e-06,0.0,2e-05,0.0,0.0,0.0,1.6e-05,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2014-01-19.png
191,0.610412,2013-08-10 - 2014-02-17,0.000401,0.0,0.001397,0.011818,4.4e-05,0.003371,7e-06,0.147734,0.002372,0.000672,0.000709,0.002571,0.020347,3.2e-05,7e-06,0.0,0.008854,0.000267,9.1e-05,3.4e-05,0.000405,0.001052,0.0,3e-06,0.000889,0.00724,0.133692,0.008781,7.2e-05,0.016696,0.010332,5.7e-05,0.006939,0.001621,0.000674,6.1e-05,9.8e-05,0.0,0.0,0.0,0.000192,1e-05,2.2e-05,0.0,0.003349,7e-06,0.002991,0.004109,6.5e-05,0.001375,0.000252,0.074031,2.9e-05,0.0,0.000232,0.000809,0.000266,7e-06,0.0003,3.4e-05,1.2e-05,0.001149,0.0,0.012005,0.043496,1.6e-05,0.000941,0.004836,0.000194,0.005638,0.008036,0.009818,0.004264,0.000116,0.001176,1.7e-05,2.2e-05,5.1e-05,0.0,0.0,0.0,0.0,0.0,0.001596,0.000122,0.0,6.6e-05,5.1e-05,9e-06,7.3e-05,0.001647,4.5e-05,0.000673,5.3e-05,2.1e-05,8e-06,0.000375,0.000179,0.000578,1.4e-05,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.035559,7e-06,7.8e-05,8e-06,0.0,1e-06,0.0,9e-06,0.0,0.0,0.0,9e-06,0.0,8e-06,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2014-02-17.png
225,0.531936,2013-08-10 - 2014-03-23,0.000344,0.0,0.000708,0.011575,0.00013,0.007392,0.0,0.129138,0.000146,0.001138,0.000263,0.00395,0.00707,0.000451,0.0,0.0,0.005786,0.000289,0.0,4.1e-05,0.000133,0.002483,0.0,8e-06,0.00015,0.006308,0.080963,0.001251,0.000254,0.007852,0.022416,0.000749,0.002801,0.001989,0.0,0.000134,0.000115,0.0,0.0,0.0,0.000145,8e-06,5.5e-05,0.0,0.002928,0.0,0.000745,0.004295,6.5e-05,0.000256,0.016601,0.097462,0.0,0.0,0.000268,0.008512,0.001746,0.0,0.000207,4.9e-05,2.8e-05,0.003238,0.0,0.005693,0.04294,6.1e-05,0.003056,0.003648,0.000285,0.000382,0.000296,0.013418,0.000207,0.000451,0.00105,1.6e-05,6.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.8e-05,2.8e-05,0.0,0.0,7.7e-05,0.000126,0.0,0.001691,4.5e-05,0.000724,5.3e-05,8e-06,8e-06,3.3e-05,0.0,0.000155,3.3e-05,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.024295,8e-06,0.000122,8e-06,0.0,8e-06,0.0,2e-05,0.0,0.0,0.0,1.6e-05,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.000153,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2014-03-23.png
267,0.637575,2013-08-10 - 2014-05-04,0.000204,4.3e-05,0.006904,0.004016,0.000187,9.2e-05,3.6e-05,0.07351,0.018046,0.000891,0.000165,0.006962,0.007402,3.5e-05,1.3e-05,0.0,0.007528,0.000243,4e-05,1.8e-05,0.000565,0.000744,0.0,8e-06,0.004348,0.002168,0.136331,0.000854,0.002765,0.001657,0.014199,3e-06,0.147146,5.9e-05,0.000339,0.000108,2.3e-05,0.0,0.0,4.6e-05,0.000179,5.1e-05,1.7e-05,0.0,0.003378,0.0,0.002661,0.004132,5.8e-05,0.001334,0.001861,0.076296,0.000333,0.0,0.000252,0.003226,0.001392,0.0008,0.000278,0.0,0.00121,0.000602,0.0,0.002552,0.040061,0.000249,0.001907,0.005072,9.4e-05,0.010677,0.003041,0.000929,0.000274,0.000275,0.000263,0.000359,3.4e-05,0.0,7e-06,0.0,0.0,0.0,0.0,0.00139,0.000142,0.0,0.000161,3.4e-05,2.1e-05,0.000635,0.001625,2.4e-05,0.000619,4.9e-05,4.8e-05,2e-06,0.000701,0.001495,0.000407,3e-06,0.0,0.0,0.0,0.000127,0.0,0.0,7e-06,0.0,0.027591,3.2e-05,5e-05,8e-06,0.0,2e-06,0.0,2e-05,4e-05,0.0,0.0,0.000774,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-08-10 - 2014-05-04.png
