date.difference,mag.dist,date.diff,Hydrogenoanaerobacterium,Granulicatella,Coprococcus,Phascolarctobacterium,Victivallis,Dorea,Desulfosporosinus,Ruminococcus,Peptostreptococcus,Sarcina,Marvinbryantia,Subdoligranulum,Akkermansia,Veillonella,Campylobacter,Tetragenococcus,Dialister,Pantoea,Pseudomonas,Enterorhabdus,Christensenella,Collinsella,Candidatus.Arthromitus,Bacillus,Gemella,Parabacteroides,Faecalibacterium,Anaerotruncus,Streptococcus,Alistipes,Anaerostipes,Anaerosporobacter,Clostridium,Butyricimonas,Coprobacillus,Holdemania,Alkalispirillum,Macellibacteroides,Propionispora,Enterobacter,Peptococcus,Finegoldia,Escherichia,Klebsiella,Oscillibacter,Halorhodospira,Lactobacillus,Serratia,Shigella,Bilophila,Pseudobutyrivibrio,Blautia,Morganella,Providencia,Salmonella,Eubacterium,Sutterella,Peptoniphilus,Adlercreutzia,Corynebacterium,Parvimonas,Parasutterella,Tatumella,Bacteroides,Butyrivibrio,Flavonifractor,Barnesiella,Desulfovibrio,Prevotella,Roseburia,Lachnospira,Thalassospira,Pectobacterium,Acetitomaculum,Odoribacter,Mannheimia,Gordonibacter,Leuconostoc,Paludibacter,Sporobacter,Aquisalimonas,Aggregatibacter,Sporomusa,Moryella,Actinomyces,Gardnerella,Eikenella,Oribacterium,Erysipelatoclostridium,Varibaculum,Oscillospira,Actinobacillus,Bifidobacterium,Haemophilus,Anaerofilum,Paenibacillus,Fusobacterium,Megasphaera,Herbaspirillum,Papillibacter,Johnsonella,Thiothrix,Enorma,Porphyromonas,Dysgonomonas,Olsenella,Flavobacterium,Enterococcus,Cronobacter,Intestinimonas,Pediococcus,Shuttleworthia,Alicyclobacillus,Robinsoniella,Erwinia,Citrobacter,Chromobacterium,Plesiomonas,Aeromonas,Anaerococcus,Candidatus.Armantifilum,Flexibacter,Devosia,Chryseobacterium,Planifilum,Turicibacter,Anaeroplasma,Natranaerovirga,Howardella,Brevundimonas,Cellvibrio,Lonsdalea,Rahnella,Hafnia,Yersinia,Francisella,Methylobacter,Rhodobacter,Dechloromarinus,Ewingella,Thermus,Nitrosomonas,image_paths
562,0.621792,2013-01-26 - 2014-08-11,0.000116,0.0,0.011384,0.013911,0.0,0.000192,0.0,0.041761,0.00012,0.008173,0.000292,0.035082,0.020221,2.7e-05,0.0,0.000252,0.005219,0.003187,0.0,0.000252,0.000156,0.000949,0.0,2.7e-05,0.001585,0.02082,0.115772,0.009141,0.001234,0.015788,0.00427,0.000279,0.020825,0.005804,1.4e-05,8.8e-05,6.8e-05,0.0,6.1e-05,1.4e-05,2e-05,0.000252,0.000102,0.0,0.000249,0.0,0.001291,0.00672,1.4e-05,0.003565,0.021739,0.044644,0.000168,0.0,0.001567,0.005179,0.00012,0.0,0.001302,0.0,0.003198,0.000333,0.0,0.002178,0.005817,2.7e-05,0.000537,0.006083,0.000269,0.012865,0.004671,0.0031,0.004821,0.00137,0.001277,0.003703,8.8e-05,1.4e-05,0.000673,2.7e-05,0.0,0.0,0.0,0.000333,6.1e-05,0.0,0.0,1.4e-05,0.000136,0.0,0.0,1.4e-05,0.000319,0.0,2e-05,0.0,0.002104,0.0,5.4e-05,4.8e-05,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.000154,1.4e-05,0.142922,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000168,0.0,0.0,0.0,0.0,0.0,0.0,0.000168,./imgs/2013-01-26 - 2014-08-11.png
573,0.538441,2013-01-26 - 2014-08-22,7.3e-05,0.0,0.017401,0.007048,0.000333,0.008186,2.9e-05,0.051955,4.8e-05,0.000533,0.000603,0.035192,0.008659,0.000176,0.0,0.0,0.008218,3.5e-05,0.0,2.9e-05,9.8e-05,0.00126,0.0,2.7e-05,1.4e-05,0.033865,0.11796,0.009407,0.004024,0.010865,0.005391,0.000149,0.021767,0.00712,1.4e-05,5.9e-05,6.8e-05,0.0,3.2e-05,1.4e-05,2e-05,0.0,3e-05,0.0,0.000129,0.0,0.001291,0.006127,1.4e-05,0.002285,0.005982,0.014325,0.0,0.0,5.8e-05,0.008639,4.8e-05,0.0,0.001771,0.0,0.0,0.000304,0.0,0.008993,0.001138,2e-06,3.8e-05,0.007697,4.8e-05,0.027965,0.002895,0.024071,0.005506,0.001499,0.002785,0.0,8.8e-05,1.4e-05,2.9e-05,2.7e-05,0.0,0.0,0.0,0.000333,1.1e-05,0.000275,0.0,1.4e-05,0.000136,0.0,0.0,1.4e-05,7.3e-05,0.0,2e-05,0.0,2.9e-05,0.0,5.4e-05,4.8e-05,0.0,0.0,0.0,2.9e-05,4.3e-05,1.4e-05,1.4e-05,1.5e-05,0.062734,1.4e-05,0.0,0.0,0.0,0.0,7.2e-05,0.0,0.0,0.0,0.0,0.0,2.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2014-08-22.png
576,0.413566,2013-01-26 - 2014-08-25,0.000116,0.0,0.02366,0.019373,0.0,0.00374,0.0,0.005209,0.001361,0.00179,0.000588,0.031936,0.009178,2.7e-05,0.0,0.0,0.008519,0.017048,0.000119,0.0,0.000156,0.003607,0.0,2.7e-05,4.6e-05,0.01985,0.012875,0.008328,0.005244,0.008295,0.012134,0.000279,0.01533,0.001145,4.6e-05,4.8e-05,6.8e-05,0.0,5.8e-05,0.005403,2e-05,0.0,4.2e-05,6e-05,8.8e-05,7.9e-05,0.001291,0.00668,2.6e-05,0.003603,0.027147,0.033678,6e-05,0.0,1.7e-05,0.006717,0.004238,0.0,0.001865,0.0,0.0,0.00181,0.0,0.023227,0.000848,2.7e-05,0.002668,0.012734,6.8e-05,0.030058,0.00352,0.000343,0.003298,0.001716,0.001777,0.0,8.8e-05,1.4e-05,0.0,2.7e-05,0.0,0.0,0.0,0.000333,5.8e-05,0.0,0.0,1.4e-05,0.000136,0.0,0.0,6.5e-05,0.000319,0.0,2e-05,0.0,0.0,0.000159,6e-06,4.8e-05,0.0,0.0,0.0,0.0,0.0,1.4e-05,6.5e-05,0.000125,0.028634,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2014-08-25.png
610,0.474586,2013-01-26 - 2014-09-28,0.000116,0.0,0.022054,0.00077,4.7e-05,0.012301,0.0,0.028254,4.8e-05,0.001339,0.000413,0.032181,0.020734,0.000178,2.9e-05,0.0,0.009117,6e-05,0.000252,0.0,0.000133,0.000906,8.2e-05,2.7e-05,1.4e-05,0.001453,0.045444,0.010599,0.004427,0.018539,0.011465,2.1e-05,0.021043,0.002815,1.4e-05,8.8e-05,6.8e-05,0.0,4e-06,3.9e-05,2e-05,0.0,0.0014,0.0,0.000106,0.0,0.000452,0.004895,0.00052,0.00021,0.01031,0.017362,0.00804,5.9e-05,0.000623,0.003537,0.0023,0.0,0.002269,0.0,0.0,0.001152,0.0,0.00914,0.005529,2.7e-05,0.00179,0.014042,0.001898,0.032711,0.004098,0.003454,0.03088,0.001687,0.0001,1.2e-05,8.8e-05,1.4e-05,3.5e-05,2.7e-05,0.0,0.0,0.0,0.000163,2.6e-05,0.0,0.0,9e-06,0.000136,0.0,0.0,1.4e-05,0.000319,0.0,8e-06,4.7e-05,0.0,0.0,4.2e-05,3.6e-05,1.2e-05,0.0,0.000264,1.8e-05,7.6e-05,4e-06,1.4e-05,1.4e-05,0.069016,1.4e-05,0.0,5.9e-05,0.0,1.2e-05,0.000123,8.2e-05,0.000135,0.0,0.0,0.0,1.2e-05,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2014-09-28.png
659,0.505286,2013-01-26 - 2014-11-16,0.000116,0.0,0.021186,0.000706,0.0,0.001119,0.0,0.02708,0.000299,0.001213,0.000498,0.034705,0.020822,2.3e-05,1.4e-05,0.0,0.006121,8.1e-05,0.000149,1.4e-05,8.5e-05,0.000429,7.8e-05,1.3e-05,8.5e-05,0.019501,0.082868,0.010898,0.004621,0.01302,0.001216,0.000123,0.021707,0.004475,1.4e-05,8.8e-05,6.8e-05,0.0,6.1e-05,7.1e-05,6e-06,0.0,0.000323,0.0,0.000259,0.0,0.001263,0.006104,0.000142,0.001293,0.014773,0.007646,0.003347,0.000142,0.000712,0.007097,0.000476,0.0,0.001893,0.0,1.4e-05,0.000156,0.0,0.009394,0.014496,2.7e-05,9.5e-05,0.008892,0.001645,0.002458,0.001024,0.005874,0.028136,0.001613,0.000194,0.0,8.8e-05,1.4e-05,1.4e-05,2.7e-05,0.0,0.0,0.0,0.000312,2.6e-05,0.0,0.0,1.4e-05,0.000136,1.4e-05,0.0,0.0,0.000255,1.4e-05,2e-05,0.0,0.000134,6.4e-05,5.4e-05,4.8e-05,0.0,0.0,0.000134,5e-05,0.000163,0.0,1.4e-05,1.4e-05,0.101763,1.4e-05,0.0,1.4e-05,0.0,0.000142,5e-05,4.2e-05,0.0,0.0,0.0,0.0,2.1e-05,1.4e-05,1.4e-05,1.4e-05,0.008528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2014-11-16.png
665,0.574044,2013-01-26 - 2014-11-22,0.000116,0.0,0.001438,0.000347,0.0,0.001252,8e-05,0.049215,2.1e-05,0.001027,6.2e-05,0.017624,0.021063,0.000172,0.0,0.0,0.009442,9.5e-05,0.0,0.0,0.000156,0.000599,0.0,2.7e-05,1.4e-05,0.008172,0.084984,0.010993,0.002068,0.016433,0.002053,0.000279,0.01881,0.000956,1.4e-05,8.8e-05,6.8e-05,0.0,6.1e-05,1.4e-05,2e-05,0.002032,0.000102,0.0,8.8e-05,0.0,0.001379,0.00672,1.4e-05,0.000306,0.05926,0.007828,0.0,0.0,0.000116,0.004689,0.002861,6.6e-05,0.002453,0.002484,0.0,0.000174,0.0,0.007234,0.007713,2.7e-05,0.000932,0.01511,2.8e-05,0.047212,0.003891,1.4e-05,0.000313,0.001702,0.000682,0.0,8.8e-05,1.4e-05,0.0,2.7e-05,0.0,0.0,0.0,0.00028,6.1e-05,0.0,0.0,1.4e-05,0.000109,0.0,0.0,9.2e-05,0.002045,0.0,2e-05,6.6e-05,0.0,0.0,5.4e-05,4.8e-05,0.0,0.0,0.000306,0.0,0.0,1.3e-05,1.4e-05,1.4e-05,0.142882,1.4e-05,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.0,0.001076,0.002577,0.000239,0.000638,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2014-11-22.png
680,0.504104,2013-01-26 - 2014-12-07,0.000116,0.0,0.020669,0.000618,0.0,0.002543,2.3e-05,0.012673,4.8e-05,0.000271,0.000584,0.030833,0.02104,0.000238,0.0,4.6e-05,0.009853,9.5e-05,0.000265,9.2e-05,7.5e-05,0.001608,4.6e-05,7.7e-05,1.4e-05,0.016707,0.02912,0.00993,0.004485,0.017836,0.008678,0.000378,0.018083,0.002325,1.4e-05,5.3e-05,6.8e-05,0.0,3e-06,1.4e-05,3.8e-05,0.0,7.9e-05,0.0,0.000765,0.0,0.001245,0.006697,4.4e-05,0.000755,0.013083,0.023338,0.022638,0.005201,0.000116,0.001614,0.006894,0.0,0.001811,2.3e-05,0.0,0.003623,0.0,0.00938,0.000331,0.000192,0.001612,0.012645,0.000451,0.006768,0.026671,0.006179,0.000267,9.9e-05,0.000157,0.0,8.8e-05,1.4e-05,4.6e-05,4e-06,0.0,0.0,0.0,0.00031,6.1e-05,0.0,0.0,1.4e-05,0.000136,0.0,2.3e-05,1.4e-05,0.000319,0.0,3e-06,2.3e-05,0.0,0.0,2.7e-05,1e-05,3.5e-05,0.0,0.000115,0.0,0.000127,1.4e-05,1.4e-05,1.4e-05,0.140177,1.4e-05,0.0,0.0,0.0,0.0,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.00015,0.0,0.0,0.0,./imgs/2013-01-26 - 2014-12-07.png
690,0.550565,2013-01-26 - 2014-12-17,0.000116,1e-05,0.022056,0.000493,0.0,0.001744,7.4e-05,0.045268,3.8e-05,0.000377,0.000247,0.028144,0.020483,0.000248,0.000177,0.0,0.006469,9.5e-05,0.003221,1e-05,6.5e-05,0.00135,3.4e-05,2.7e-05,6e-06,0.007738,0.026108,0.010045,0.000382,0.017419,0.004773,0.000215,0.022208,0.000784,1.4e-05,8.8e-05,6.8e-05,0.0,5.1e-05,1.4e-05,6.9e-05,0.0,0.000102,0.0,0.000355,0.0,0.00016,0.00672,1.4e-05,0.001046,0.034721,0.024458,0.022325,0.006098,0.000116,0.016501,0.006674,0.0,0.001939,0.0,0.0,0.003739,0.0,0.008606,0.006883,2.7e-05,0.001749,0.01217,0.000783,0.019196,9.6e-05,0.009555,0.000269,0.000946,0.000298,0.0,6.8e-05,1.4e-05,3.4e-05,2.7e-05,0.0,0.0,0.0,0.000323,6.1e-05,0.0,0.0,1e-06,0.000136,0.0,0.0,6e-06,0.000255,0.0,2e-05,1e-05,1e-05,1e-05,0.000138,4.8e-05,1e-05,0.0,4.4e-05,5.4e-05,6.4e-05,1.4e-05,1.4e-05,1.4e-05,0.142848,1.4e-05,0.0,0.0,0.0,1e-05,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2014-12-17.png
710,0.655606,2013-01-26 - 2015-01-06,6.6e-05,0.0,0.023817,0.000234,1.5e-05,0.013054,0.000143,0.036304,0.00032,0.000529,0.000713,0.03314,0.009531,8e-06,0.0,0.0,0.009543,0.000281,5.4e-05,0.0,0.000102,0.001875,8e-06,4.7e-05,0.000257,0.025603,0.030963,0.009824,0.005001,0.013184,0.017277,0.000507,0.017407,0.002067,1.4e-05,8e-05,6.8e-05,8e-06,7e-06,0.028321,5e-06,0.0,1.4e-05,0.001243,2.4e-05,0.0,0.001233,0.006534,1.7e-05,0.000898,0.023912,0.055645,0.008856,0.001115,0.000957,0.003214,0.00559,8e-06,0.001953,1.9e-05,1.5e-05,0.001158,8.5e-05,0.044992,0.006676,4e-06,0.003441,0.010725,0.002193,0.03252,0.000682,0.015824,0.000438,0.001623,0.000135,6.2e-05,8e-05,1.4e-05,1.2e-05,2.7e-05,0.0,0.0,0.0,0.00029,5.3e-05,1.5e-05,0.0,1e-06,0.000136,4.6e-05,1.5e-05,6e-06,0.000319,8e-06,8e-06,0.000197,0.0,1.2e-05,3.9e-05,4e-05,0.0,0.0,0.0,8e-06,7.4e-05,1.4e-05,1.4e-05,1.4e-05,0.139766,1.4e-05,1.5e-05,0.000124,0.000592,0.00012,1.9e-05,0.000209,3.5e-05,8e-06,0.000778,5.8e-05,0.000244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2015-01-06.png
718,0.845509,2013-01-26 - 2015-01-14,0.000153,0.000152,0.023476,1.3e-05,0.000176,0.014616,9.4e-05,0.030744,0.000596,0.00359,0.000743,0.035098,0.013685,4e-06,2.3e-05,0.000937,0.00612,0.014016,5.9e-05,2.3e-05,0.000133,0.001776,2.3e-05,2e-05,0.000595,0.048331,0.107,0.007861,0.005278,0.011879,0.018273,0.000154,0.077872,0.00551,0.000361,6.5e-05,0.000108,0.000187,3.8e-05,0.00152,8.5e-05,3.5e-05,5.5e-05,2.3e-05,1.8e-05,0.000105,0.000436,0.006533,2.1e-05,0.001825,0.014071,0.063044,0.004918,0.005235,0.000165,0.024064,0.000151,2.3e-05,0.00241,2.3e-05,3.5e-05,0.000216,8.2e-05,0.086241,0.005926,7.8e-05,0.010988,0.006136,0.000564,0.026078,0.001542,0.0007,0.006549,0.001606,0.00012,0.0,8.8e-05,1.4e-05,0.0,2.7e-05,0.0,0.0,0.0,0.000333,6.1e-05,0.0,0.0,1.4e-05,0.000136,0.0,0.0,1.4e-05,0.000319,0.0,2e-05,0.0,0.0,0.0,5.4e-05,4.8e-05,0.0,0.0,0.0,0.0,0.0,1.4e-05,1.4e-05,1.4e-05,0.142922,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2015-01-14.png
729,0.713948,2013-01-26 - 2015-01-25,1.2e-05,0.0,0.013971,0.000654,0.0,0.02154,5.2e-05,0.112777,8.2e-05,0.000445,0.001064,0.034756,0.044631,2.7e-05,0.0,0.0,0.007347,9.5e-05,0.0,0.000208,0.000104,0.000202,0.000208,7.7e-05,1.4e-05,0.009778,0.108169,0.009892,0.00539,0.008915,0.044544,0.000279,0.020485,0.000309,1.4e-05,8.8e-05,6.8e-05,0.0,9e-06,1.4e-05,3.2e-05,0.0,0.000102,0.0,8.8e-05,0.0,0.002872,0.00672,1.4e-05,0.001281,0.000932,0.038726,0.0,0.0,0.000116,0.001589,4.8e-05,0.0,0.000685,0.0,0.0,0.000333,0.0,0.011681,0.005203,2.7e-05,0.006767,0.010048,0.000166,0.032661,0.000169,0.000376,0.000313,0.001641,0.00043,0.0,8.8e-05,1.4e-05,5.2e-05,2.7e-05,0.0,0.0,0.0,0.000281,9e-06,0.0,0.0,3.8e-05,0.000136,0.0,0.0,1.4e-05,0.000241,0.0,2e-05,0.0,0.0,5.2e-05,5.4e-05,4e-06,7.8e-05,0.000104,0.00026,0.000104,7.8e-05,9e-05,1.4e-05,1.4e-05,0.142922,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2015-01-25.png
743,0.512466,2013-01-26 - 2015-02-08,0.000116,0.0,0.019598,5.8e-05,4.1e-05,0.007302,0.0,0.066428,1.4e-05,0.001141,0.002806,0.028574,0.017354,5.5e-05,0.0,0.0,0.006409,9.5e-05,4.1e-05,0.0,0.000115,0.001211,0.0,2.7e-05,1.4e-05,0.003289,0.046487,0.010544,2e-06,0.018372,0.010602,0.000279,0.020531,0.000235,1.4e-05,8.8e-05,6.8e-05,0.0,6.1e-05,1.4e-05,2e-05,0.0,0.000102,0.0,4.7e-05,0.0,0.001141,0.00672,1.4e-05,0.000436,0.025703,0.026487,6.2e-05,0.0,0.000116,0.000352,0.000591,0.0,0.002192,0.0,4.1e-05,0.000739,0.0,0.012537,0.003034,2.7e-05,0.00046,0.012474,0.000674,0.004844,0.003442,0.000378,0.000272,0.001813,0.000936,0.0,4.7e-05,1.4e-05,0.0,2.7e-05,0.0,0.0,0.0,0.000333,2.1e-05,0.0,0.0,2.7e-05,9.5e-05,0.0,0.0,1.4e-05,0.000176,0.0,2e-05,0.0,0.0,0.0,5.4e-05,4.8e-05,0.0,0.0,0.000247,0.0,0.0,2.7e-05,1.4e-05,1.4e-05,0.142922,2.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,0.000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2015-02-08.png
758,0.680788,2013-01-26 - 2015-02-23,0.000116,0.0,0.021165,0.005653,0.0,0.010927,0.000109,0.174416,4.8e-05,0.000534,0.000312,0.032617,0.020932,2.7e-05,0.0,0.0,0.01143,9.5e-05,0.000239,0.0,0.000156,0.002083,0.0,2.7e-05,1.4e-05,0.003364,0.035562,0.010853,0.005442,0.020835,0.005414,0.000679,0.020786,0.000999,1.4e-05,8.8e-05,6.8e-05,0.0,6.1e-05,1.4e-05,2e-05,0.0,0.000102,0.0,8.6e-05,0.0,0.000124,0.006676,1.4e-05,1e-06,0.020834,0.047922,0.016584,0.002568,0.000116,0.012997,0.002607,0.0,0.002393,0.0,0.0,0.002496,0.0,0.007406,0.002922,2.7e-05,0.002319,0.014938,0.000454,0.003271,0.001826,0.000378,0.000269,0.001048,0.001015,0.0,8.8e-05,1.4e-05,0.0,2.7e-05,0.0,0.0,0.0,0.000333,1.7e-05,0.0,0.0,3e-05,0.000136,0.0,0.0,1.4e-05,0.000319,0.0,2e-05,0.000239,0.0,0.0,5.4e-05,4.8e-05,0.0,0.0,0.0,0.0,0.0,1.4e-05,1.4e-05,1.4e-05,0.142857,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2015-02-23.png
30,0.568873,2013-01-26 - 2013-02-25,0.000189,0.0,0.021811,0.000182,0.0,0.001865,0.0,0.009821,0.004937,0.002683,0.001397,0.03343,0.006685,2.7e-05,2.3e-05,0.0,0.001655,2.9e-05,0.0,0.0,8.1e-05,0.000703,0.0,5.2e-05,0.001433,0.03496,0.111179,0.001765,0.005047,0.002528,0.019906,0.000155,0.029866,0.002669,1.4e-05,9e-06,3.4e-05,0.000226,3.8e-05,0.010091,2e-05,2.3e-05,7.9e-05,4.5e-05,3.1e-05,0.0,0.001546,0.00672,1.4e-05,0.002599,0.002755,0.034105,0.00017,0.0,0.000325,0.002297,1.4e-05,0.0,0.002288,0.0,0.000271,0.000276,0.000158,0.018103,0.007133,2.7e-05,0.001213,0.00702,0.000271,0.017505,0.00408,0.000495,0.004638,0.001344,0.000649,0.000373,8.8e-05,1.4e-05,0.0,2.7e-05,0.0,2.3e-05,0.0,6e-06,3.8e-05,0.0,0.0,1.4e-05,0.000113,0.000362,3.4e-05,1.4e-05,5.9e-05,0.0,2e-05,0.000102,0.002091,0.000147,9e-06,2.5e-05,0.0,0.00061,9e-05,0.0,4.5e-05,1.4e-05,1.4e-05,1.4e-05,0.14256,1.4e-05,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.000113,0.0,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2013-01-26 - 2013-02-25.png
57,0.748321,2013-01-26 - 2013-03-24,5e-06,0.0,0.021292,0.000514,0.0,0.007274,0.000111,0.021066,0.00023,0.000924,0.001367,0.034362,0.020785,2.7e-05,0.0,0.0,0.003958,1.6e-05,0.0,0.0,0.000156,0.00026,0.0,2.7e-05,1.4e-05,0.018216,0.114345,0.010024,0.002555,0.007085,0.011386,0.003274,0.013602,0.007781,1.4e-05,8.8e-05,6.8e-05,0.0,6.1e-05,1.4e-05,2e-05,0.0,0.000102,0.0,0.000689,0.0,0.001069,0.006331,1.4e-05,0.000139,0.039232,0.016381,0.0,0.0,0.000106,0.075802,4.8e-05,0.0,0.00248,0.0,0.0,0.000333,0.0,0.013528,0.00037,2.7e-05,0.000592,0.002888,0.000154,0.021121,0.027911,0.004038,2e-05,0.002066,0.001529,0.0,8.8e-05,1.4e-05,0.0,0.00014,0.0,0.0,0.0,0.000222,6.1e-05,0.0,0.0,9.7e-05,0.000136,0.000111,0.000555,9.7e-05,0.000319,0.0,2e-05,0.000111,0.000167,0.0,5.4e-05,4.8e-05,0.000111,0.0,0.0,0.0,0.0,9.7e-05,1.4e-05,1.4e-05,0.140924,9.7e-05,0.0,0.001055,0.0,0.0,0.0,0.000111,0.0,0.000833,0.0,0.0,0.0,0.000111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000222,0.000333,0.011325,0.054402,0.0,0.0,0.000722,0.0,0.017819,0.0,0.0,./imgs/2013-01-26 - 2013-03-24.png
71,0.706054,2013-01-26 - 2013-04-07,9.5e-05,0.000285,0.02141,0.000321,1.4e-05,0.010267,5.6e-05,0.010421,0.027081,0.001259,0.000506,0.034666,0.020445,0.00032,2.8e-05,0.0,0.003665,2.6e-05,0.000153,0.0,6.6e-05,0.001432,0.0,7.7e-05,0.014783,0.030719,0.114821,0.007674,0.001697,0.006872,0.010656,0.000105,0.011477,0.004798,0.000104,2e-06,6.8e-05,0.0,4e-05,1.4e-05,2e-05,0.0,5e-06,0.0,0.000232,0.0,0.002294,0.00615,1.4e-05,0.003689,0.006102,0.047162,0.000222,0.0,5.8e-05,0.05266,0.00032,0.0,0.002334,0.0,0.000695,0.000319,1.4e-05,0.01317,0.004252,2.2e-05,8.4e-05,0.009242,0.000425,0.003954,0.029485,0.00949,0.005564,0.000402,0.001727,0.01115,8.8e-05,1.4e-05,1.4e-05,2.7e-05,0.0,0.000181,0.0,0.000319,4.7e-05,0.0,0.0,4.2e-05,0.000136,0.000208,1.4e-05,0.0,0.000298,0.000118,2e-05,6.3e-05,0.010101,8.3e-05,4e-05,1.3e-05,0.0,0.0,0.0,1.4e-05,0.000167,0.0,1.4e-05,0.0,0.12199,0.0,0.0,0.0,0.0,0.0,1.4e-05,4.9e-05,0.0,0.000111,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104,3.5e-05,0.000535,0.022675,0.0,0.0,1.4e-05,0.000215,0.000111,0.0,0.0,./imgs/2013-01-26 - 2013-04-07.png
