superkingdom,1.14.2015 abundance,1.19.2014 abundance,1.25.2015 abundance,1.26.2013 abundance,1.6.2015 abundance,10.10.2013 abundance,10.2.2013 abundance,10.23.2013 abundance,10.27.2013 abundance,11.10.2013 abundance,11.16.2014 abundance,11.22.2014 abundance,11.6.2012 abundance,12.14.2013 abundance,12.17.2014 abundance,12.7.2014 abundance,2.17.2014 abundance,2.17.2014-1 abundance,2.23.2015 abundance,2.25.2013 abundance,2.8.2015 abundance,3.23.2014 abundance,3.24.2013 abundance,4.29.2013 abundance,4.3.2012 abundance,4.7.2013 abundance,5.4.2014 abundance,5.4.2014-1 abundance,6.16.2014 abundance,6.9.2013 abundance,7.14.2013 abundance,8.10.2013 abundance,8.11.2014 abundance,8.22.2014 abundance,8.25.2014 abundance,8.7.2012 abundance,9.24.2013 abundance,9.25.2013 abundance,9.28.2014 abundance,9.3.2013 abundance
Bacteria,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
