date.difference,mag.dist,date.diff,Hydrogenoanaerobacterium,Granulicatella,Coprococcus,Phascolarctobacterium,Victivallis,Dorea,Desulfosporosinus,Ruminococcus,Peptostreptococcus,Sarcina,Marvinbryantia,Subdoligranulum,Akkermansia,Veillonella,Campylobacter,Tetragenococcus,Dialister,Pantoea,Pseudomonas,Enterorhabdus,Christensenella,Collinsella,Candidatus.Arthromitus,Bacillus,Gemella,Parabacteroides,Faecalibacterium,Anaerotruncus,Streptococcus,Alistipes,Anaerostipes,Anaerosporobacter,Clostridium,Butyricimonas,Coprobacillus,Holdemania,Alkalispirillum,Macellibacteroides,Propionispora,Enterobacter,Peptococcus,Finegoldia,Escherichia,Klebsiella,Oscillibacter,Halorhodospira,Lactobacillus,Serratia,Shigella,Bilophila,Pseudobutyrivibrio,Blautia,Morganella,Providencia,Salmonella,Eubacterium,Sutterella,Peptoniphilus,Adlercreutzia,Corynebacterium,Parvimonas,Parasutterella,Tatumella,Bacteroides,Butyrivibrio,Flavonifractor,Barnesiella,Desulfovibrio,Prevotella,Roseburia,Lachnospira,Thalassospira,Pectobacterium,Acetitomaculum,Odoribacter,Mannheimia,Gordonibacter,Leuconostoc,Paludibacter,Sporobacter,Aquisalimonas,Aggregatibacter,Sporomusa,Moryella,Actinomyces,Gardnerella,Eikenella,Oribacterium,Erysipelatoclostridium,Varibaculum,Oscillospira,Actinobacillus,Bifidobacterium,Haemophilus,Anaerofilum,Paenibacillus,Fusobacterium,Megasphaera,Herbaspirillum,Papillibacter,Johnsonella,Thiothrix,Enorma,Porphyromonas,Dysgonomonas,Olsenella,Flavobacterium,Enterococcus,Cronobacter,Intestinimonas,Pediococcus,Shuttleworthia,Alicyclobacillus,Robinsoniella,Erwinia,Citrobacter,Chromobacterium,Plesiomonas,Aeromonas,Anaerococcus,Candidatus.Armantifilum,Flexibacter,Devosia,Chryseobacterium,Planifilum,Turicibacter,Anaeroplasma,Natranaerovirga,Howardella,Brevundimonas,Cellvibrio,Lonsdalea,Rahnella,Hafnia,Yersinia,Francisella,Methylobacter,Rhodobacter,Dechloromarinus,Ewingella,Thermus,Nitrosomonas
890,0.632546,2012-08-07 - 2015-01-14,2.17977528089888e-07,1.70786516853933e-07,3.92808988764045e-06,1.61685393258427e-06,1.97752808988764e-07,1.75168539325843e-05,1.0561797752809e-07,2.54269662921348e-05,4.98876404494382e-07,3.60674157303371e-06,4.64044943820225e-07,3.36584269662921e-05,6.0752808988764e-06,3.01573033707865e-06,2.58426966292135e-08,1.05280898876404e-06,3.28977528089888e-05,1.58550561797753e-05,6.62921348314607e-08,2.58426966292135e-08,1.34831460674157e-08,3.75280898876404e-07,2.58426966292135e-08,4.15730337078652e-08,4.98876404494382e-07,5.11674157303371e-05,7.81629213483146e-05,1.62247191011236e-06,7.46629213483146e-06,5.18426966292135e-06,1.53775280898876e-05,3.37078651685395e-09,8.18741573033708e-05,5.81797752808989e-06,4.10112359550562e-07,2.58426966292135e-08,1.97752808988764e-07,1.98876404494382e-07,1.91011235955056e-08,1.68988764044944e-06,1.17977528089888e-07,3.93258426966292e-08,2.39325842696629e-07,2.58426966292135e-08,1.51685393258427e-07,1.17977528089888e-07,2.64044943820225e-07,8.08988764044944e-08,5.61797752808989e-08,2.39438202247191e-06,1.01539325842697e-05,6.19561797752809e-05,5.52584269662921e-06,5.84831460674157e-06,1.58426966292135e-07,4.31696629213483e-05,1.23595505617977e-08,2.58426966292135e-08,8.20224719101124e-07,2.58426966292135e-08,2.80898876404494e-08,1.9438202247191e-07,7.52808988764045e-08,0.000105424719101124,9.72921348314607e-06,1.06741573033708e-07,1.23112359550562e-05,5.97415730337079e-06,7.10112359550562e-07,4.43483146067416e-06,2.1314606741573e-06,8.02247191011236e-07,5.07865168539326e-06,1.46292134831461e-06,1.30337078651685e-07,0,0,0,2.24719101123596e-08,0,0,0,1.68539325842697e-08,3.03370786516854e-07,2.80898876404494e-08,0,0,1.12359550561798e-08,0,0,2.13483146067416e-07,8.98876404494382e-08,1.57303370786517e-07,5.61797752808989e-08,1.29213483146067e-07,0,0,1.68539325842697e-08,0,5.61797752808989e-08,0,0,3.93258426966292e-08,1.12359550561798e-08,0,0,0,0,3.27213483146067e-05,0,1.74157303370787e-07,0,0,5.0561797752809e-08,4.49438202247191e-08,1.34831460674157e-07,1.12359550561798e-08,0,0,1.68539325842697e-08,0,0,0,0,0,0,0,1.68539325842697e-08,0,0,0,0,0,0,0,0,0,2.80898876404494e-08,0,0,0,0
901,0.627149,2012-08-07 - 2015-01-25,3.21864594894562e-08,0,6.669256381798e-06,8.56825749167591e-07,0,2.28257491675916e-05,5.77136514983352e-08,0.000116163152053274,7.76914539400666e-08,7.21420643729189e-08,1.54716981132075e-06,3.28679245283019e-05,7.07247502774695e-05,3.00443951165372e-06,0,0,3.3857935627081e-05,0,0,2.30854605993341e-07,1.88679245283019e-08,1.37624861265261e-06,2.30854605993341e-07,1.04328523862375e-07,1.83129855715871e-07,7.75360710321864e-06,7.85061043285239e-05,3.85682574916759e-06,7.49944506104329e-06,1.83129855715871e-06,5.45294117647059e-05,4.77247502774695e-07,2.82896781354051e-05,2.5527192008879e-08,1.10987791342952e-08,0,0,1.10987791342952e-08,1.33185349611543e-08,3.32963374028857e-08,5.77136514983352e-08,0,2.88568257491676e-07,0,2.27524972253052e-07,0,3.9322974472808e-06,1.27635960044395e-07,9.43396226415094e-08,1.76137624861265e-06,6.62153163152053e-06,5.17524972253052e-05,0,3.32963374028857e-08,1.55382907880133e-07,7.11143174250832e-05,2.330743618202e-07,0,1.10432852386237e-06,0,1.10987791342952e-08,3.21864594894562e-07,1.66481687014428e-08,4.54384017758047e-06,8.80799112097669e-06,1.10987791342952e-08,7.47613762486127e-06,1.55937846836848e-06,2.59711431742508e-07,1.16870144284129e-05,5.81576026637069e-07,4.32852386237514e-07,1.26326304106548e-05,1.48390677025527e-06,4.72807991120977e-07,0,0,0,3.55160932297447e-08,0,0,0,1.66481687014428e-08,2.41953385127636e-07,2.99667036625971e-08,0,0,4.661487236404e-08,0,0,2.10876803551609e-07,8.87902330743618e-08,6.88124306326304e-08,5.54938956714761e-08,1.27635960044395e-07,0,0,4.10654827968923e-08,0,2.21975582685904e-09,8.65704772475028e-08,1.1542730299667e-07,2.49722530521643e-07,1.04328523862375e-07,8.65704772475028e-08,1.1542730299667e-07,0,0,3.23218645948946e-05,0,1.72031076581576e-07,0,0,4.99445061043285e-08,4.43951165371809e-08,1.33185349611543e-07,1.10987791342952e-08,0,0,1.66481687014428e-08,0,0,0,0,0,0,0,1.66481687014428e-08,0,0,0,0,0,0,0,0,0,2.77469478357381e-08,0,0,0,0
915,0.490961,2012-08-07 - 2015-02-08,8.19672131147541e-08,0,4.17486338797814e-07,1.62185792349727e-06,4.48087431693989e-08,6.91584699453552e-06,0,6.37311475409836e-05,1.50819672131148e-07,8.31693989071038e-07,3.42732240437158e-06,2.56087431693989e-05,1.89945355191257e-06,2.86885245901639e-06,0,0,3.23147540983607e-05,0,4.48087431693989e-08,0,6.55737704918033e-09,2.89945355191257e-06,0,1.09289617486339e-08,1.80327868852459e-07,6.64590163934426e-06,9.17180327868852e-05,4.5103825136612e-06,1.49617486338798e-06,1.21387978142077e-05,1.66e-05,4.69945355191257e-07,2.79071038251366e-05,1.06010928961749e-07,1.09289617486339e-08,0,0,1.09289617486339e-08,4.37158469945355e-08,3.27868852459016e-08,0,0,2.84153005464481e-07,0,1.79234972677596e-07,0,1.98032786885246e-06,1.2568306010929e-07,9.2896174863388e-08,8.10928961748634e-07,2.25890710382514e-05,3.75846994535519e-05,6.77595628415301e-08,3.27868852459016e-08,1.53005464480874e-07,6.79049180327869e-05,4.68852459016393e-07,0,5.59562841530055e-07,0,3.3879781420765e-08,8.54644808743169e-07,1.63934426229508e-08,5.40983606557377e-06,6.30273224043716e-06,1.09289617486339e-08,4.68852459016393e-07,1.11584699453552e-06,8.10928961748634e-07,2.94808743169399e-05,4.14972677595628e-06,4.28415300546448e-07,1.23945355191257e-05,1.64918032786885e-06,1.01857923497268e-06,0,4.48087431693989e-08,0,2.18579234972678e-08,0,0,0,1.63934426229508e-08,2.95081967213115e-07,6.22950819672131e-08,0,0,3.3879781420765e-08,4.48087431693989e-08,0,2.07650273224044e-07,8.74316939890711e-08,3.87978142076503e-07,5.46448087431694e-08,1.2568306010929e-07,0,0,1.63934426229508e-08,0,5.46448087431694e-08,0,0,2.31693989071038e-07,1.09289617486339e-08,0,4.48087431693989e-08,0,0,3.18273224043716e-05,4.48087431693989e-08,1.69398907103825e-07,0,0,4.91803278688525e-08,4.37158469945355e-08,1.31147540983607e-07,1.09289617486339e-08,0,0,1.63934426229508e-08,5.62841530054645e-07,0,0,0,0,0,0,1.63934426229508e-08,0,4.48087431693989e-08,1.57377049180328e-07,0,0,0,0,0,0,2.73224043715847e-08,0,0,0,0
930,0.593979,2012-08-07 - 2015-02-23,8.06451612903226e-08,0,1.2741935483871e-06,4.54516129032258e-06,0,1.27967741935484e-05,1.17204301075269e-07,0.00017881935483871,2.1505376344086e-07,1.65591397849462e-07,1.93548387096774e-08,2.95430107526882e-05,1.97849462365591e-06,2.91075268817204e-06,0,0,3.71924731182796e-05,0,2.56989247311828e-07,0,3.76344086021505e-08,6.89247311827957e-07,0,1.0752688172043e-08,1.7741935483871e-07,6.1505376344086e-07,7.84913978494624e-05,4.76989247311828e-06,7.32150537634409e-06,1.45913978494624e-05,8.89247311827958e-07,5.67741935483871e-07,2.77311827956989e-05,1.43118279569892e-06,1.0752688172043e-08,0,0,1.0752688172043e-08,4.3010752688172e-08,3.2258064516129e-08,0,0,2.79569892473118e-07,0,3.33333333333333e-08,0,8.54838709677419e-07,7.63440860215054e-08,9.13978494623656e-08,3.27956989247312e-07,1.6989247311828e-05,4.30311827956989e-05,1.78322580645161e-05,2.72903225806452e-06,1.50537634408602e-07,5.32129032258065e-05,2.62903225806452e-06,0,7.66666666666667e-07,0,1.0752688172043e-08,2.73010752688172e-06,1.61290322580645e-08,1.94623655913979e-07,6.08064516129032e-06,1.0752688172043e-08,2.52688172043011e-06,3.74731182795699e-06,5.61290322580645e-07,2.73139784946237e-05,1.58172043010753e-06,4.21505376344086e-07,1.21913978494624e-05,8e-07,1.08709677419355e-06,0,0,0,2.1505376344086e-08,0,0,0,1.61290322580645e-08,2.90322580645161e-07,2.04301075268817e-08,0,0,3.65591397849462e-08,0,0,2.04301075268817e-07,8.60215053763441e-08,1.50537634408602e-07,5.37634408602151e-08,1.23655913978495e-07,2.56989247311828e-07,0,1.61290322580645e-08,0,5.37634408602151e-08,0,0,3.76344086021505e-08,1.0752688172043e-08,0,0,0,0,3.12440860215054e-05,0,1.66666666666667e-07,0,0,4.83870967741936e-08,4.3010752688172e-08,1.29032258064516e-07,1.0752688172043e-08,0,0,1.61290322580645e-08,0,0,0,0,0,0,0,1.61290322580645e-08,0,0,0,0,0,0,0,0,0,2.04301075268817e-08,0,0,0,0
172,0.405333,2012-08-07 - 2013-01-26,2.38372093023256e-07,0,0.000116162790697674,8.29069767441861e-06,0,5.66279069767441e-06,0,4.71744186046512e-05,8.83720930232558e-07,2.2093023255814e-06,1.91860465116279e-06,2.98953488372093e-05,0.000111,1.55813953488372e-05,0,0,0.000134645348837209,5.52325581395349e-07,0,0,7.03488372093023e-07,8.38372093023256e-06,0,9.88372093023256e-08,8.77906976744186e-07,1.62325581395349e-05,0.000217645348837209,3.73081395348837e-05,7.94767441860465e-06,4.22383720930232e-05,2.66686046511628e-05,8.77906976744186e-07,2.90930232558139e-05,1.93023255813954e-06,2.32558139534884e-08,5.11627906976744e-07,3.95348837209302e-07,5.81395348837209e-08,1.22093023255814e-07,9.30232558139535e-08,1.16279069767442e-07,0,9.18604651162791e-07,0,6.80232558139535e-07,0,3.90116279069767e-06,3.84011627906977e-05,4.12790697674419e-07,1.77906976744186e-06,2.92674418604651e-05,4.59476744186046e-05,0,1.74418604651163e-07,1.3953488372093e-07,0.00036328488372093,9.41860465116279e-07,0,9.76744186046512e-06,0,5.81395348837209e-08,2.5e-07,8.72093023255814e-08,4.41104651162791e-05,1.58895348837209e-05,9.88372093023256e-08,1.80232558139536e-07,6.65872093023256e-05,3.95348837209302e-07,0.000128668604651163,2.06395348837209e-06,8.13953488372093e-08,6.43546511627907e-05,1.76744186046512e-06,2.32558139534889e-08,0,5.11627906976744e-07,8.13953488372093e-08,1.16279069767442e-07,1.56976744186047e-07,0,0,8.72093023255814e-08,3.66279069767442e-07,2.09302325581395e-07,0,0,2.32558139534884e-08,7.90697674418605e-07,0,1.1046511627907e-06,3.83720930232558e-07,1.0406976744186e-06,2.90697674418605e-07,5.52325581395349e-07,0,0,8.72093023255814e-08,3.13953488372093e-07,1.16279069767442e-08,0,0,2.03488372093023e-07,5.81395348837209e-08,0,8.13953488372093e-08,8.13953488372093e-08,8.13953488372093e-08,0.000661627906976744,8.13953488372093e-08,9.01162790697674e-07,0,0,2.61627906976744e-07,2.32558139534884e-07,6.97674418604651e-07,5.81395348837209e-08,0,0,8.72093023255814e-08,0,0,0,0,0,0,0,8.72093023255814e-08,0,0,0,0,0,0,0,0,0,1.45348837209302e-07,0,0,0,0
202,0.474302,2012-08-07 - 2013-02-25,1.13861386138614e-06,0,9.06435643564357e-06,7.96039603960396e-06,0,4.41089108910891e-06,0,8.45049504950495e-06,2.36881188118812e-05,1.14009900990099e-05,8.54950495049505e-06,0.000140039603960396,6.14207920792079e-05,1.34009900990099e-05,1.13861386138614e-07,0,0.000122841584158416,6.13861386138614e-07,0,0,1e-06,3.65841584158416e-06,0,3.41584158415842e-07,6.34653465346535e-06,0.000159247524752475,0.000365069306930693,4.05049504950495e-05,1.82178217821782e-05,2.3450495049505e-05,0.000121252475247525,1.51485148514851e-06,0.000123079207920792,1.15693069306931e-05,4.95049504950495e-08,3.91089108910891e-07,1.68316831683168e-07,1.06930693069307e-06,8.41584158415842e-08,4.98762376237624e-05,0,1.13861386138614e-07,1.17326732673267e-06,2.22772277227723e-07,7.32673267326733e-07,0,1.09752475247525e-05,5.69306930693069e-07,4.20792079207921e-07,1.43811881188119e-05,1.12821782178218e-05,0.000207960396039604,8.41584158415842e-07,1.48514851485149e-07,1.49009900990099e-06,0.00032070297029703,8.71287128712871e-07,0,3.00990099009901e-06,0,1.29207920792079e-06,1.15346534653465e-06,7.07920792079208e-07,0.000127178217821782,2.17821782178218e-05,4.95049504950495e-08,6.15841584158416e-06,2.19455445544555e-05,1.67821782178218e-06,2.29009900990099e-05,1.84405940594059e-05,2.51980198019802e-06,3.18366336633663e-05,5.14851485148515e-06,3.23267326732673e-06,1.84653465346535e-06,0,0,9.9009900990099e-08,0,0,1.13861386138614e-07,7.42574257425743e-08,3.41584158415842e-07,9.90099009900991e-09,0,0,4.95049504950495e-08,1.13861386138614e-07,1.79207920792079e-06,7.72277227722772e-07,3.96039603960396e-07,5.94059405940594e-07,2.47524752475248e-07,5.69306930693069e-07,5.04950495049505e-07,1.03514851485149e-05,6.53465346534653e-07,2.22772277227723e-07,1.33663366336634e-07,0,3.01980198019802e-06,2.72277227722772e-07,4.95049504950495e-08,2.22772277227723e-07,0,0,0,0.000142376237623762,0,7.67326732673267e-07,0,0,2.22772277227723e-07,1.98019801980198e-07,1.48514851485148e-07,4.95049504950495e-08,0,0,4.85148514851485e-07,0,0,1.13861386138614e-07,0,0,0,0,7.42574257425743e-08,0,1.13861386138614e-07,0,0,0,0,0,0,0,1.23762376237624e-07,0,0,0,0
229,0.456202,2012-08-07 - 2013-03-24,1.57205240174673e-07,0,5.7292576419214e-06,3.9825327510917e-06,0,3.60174672489083e-05,4.8471615720524e-07,5.65589519650655e-05,3.4061135371179e-07,2.37554585152838e-06,7.41048034934498e-06,0.000127598253275109,7.39301310043668e-06,1.182096069869e-05,0,0,0.000118414847161572,4.8471615720524e-07,0,0,1.52838427947598e-07,7.43231441048035e-06,0,4.36681222707424e-08,7.20524017467249e-07,6.7353711790393e-05,0.000335851528384279,1.57510917030568e-05,1.71266375545852e-05,7.86026200873361e-07,2.96899563318777e-05,1.36375545851528e-05,3.75458515283843e-05,3.2528384279476e-05,4.36681222707424e-08,0,0,4.36681222707424e-08,1.74672489082969e-07,1.31004366812227e-07,0,0,1.1353711790393e-06,0,2.49781659388646e-06,0,1.73799126637555e-06,1.19650655021834e-06,3.7117903930131e-07,7.29257641921397e-07,0.000149336244541485,3.70218340611354e-05,0,1.31004366812227e-07,3.58078602620087e-07,5.81528384279476e-05,9.1703056768559e-07,0,3.49344978165939e-06,0,4.36681222707424e-08,1.26637554585153e-06,6.55021834061135e-08,2.5943231441048e-05,1.35502183406114e-05,4.36681222707424e-08,2.72052401746725e-06,3.74017467248908e-05,9.6943231441048e-07,4.41048034934498e-06,0.000120331877729258,1.76943231441048e-05,4.82489082969432e-05,1.03493449781659e-05,6.6943231441048e-06,0,0,0,8.73362445414847e-08,7.29257641921397e-07,0,0,6.55021834061135e-08,6.94323144104804e-07,1.09170305676856e-07,0,0,4.41048034934498e-07,0,4.8471615720524e-07,1.5938864628821e-06,1.35371179039301e-07,6.11353711790393e-07,2.18340611353712e-07,5.02183406113537e-07,4.8471615720524e-07,7.29257641921397e-07,6.55021834061135e-08,0,2.18340611353712e-07,4.8471615720524e-07,0,1.52838427947598e-07,4.36681222707424e-08,0,4.8471615720524e-07,0,0,0.000118445414847162,4.8471615720524e-07,6.76855895196507e-07,4.60698689956332e-06,0,1.96506550218341e-07,1.74672489082969e-07,3.93013100436681e-08,4.36681222707424e-08,3.63755458515284e-06,0,6.55021834061135e-08,0,4.8471615720524e-07,0,0,0,0,0,6.55021834061135e-08,0,0,0,9.6943231441048e-07,1.45414847161572e-06,4.94541484716157e-05,0.000237563318777293,0,0,3.04366812227074e-06,0,7.78122270742358e-05,0,0
243,0.476425,2012-08-07 - 2013-04-07,2.22222222222222e-07,1.17283950617284e-06,5.88477366255144e-06,4.54732510288066e-06,5.76131687242798e-08,4.62592592592593e-05,2.30452674897119e-07,7.62757201646091e-05,0.000110818930041152,3.61728395061728e-06,7.24279835390947e-07,0.000121497942386831,5.5679012345679e-06,9.7119341563786e-06,1.1522633744856e-07,0,8.02222222222222e-05,2.83950617283951e-07,6.2962962962963e-07,0,2.26337448559671e-07,4.11522633744857e-08,0,3.86831275720165e-07,6.02139917695473e-05,0.000114925925925926,0.000318460905349794,5.17283950617284e-06,1.26090534979424e-05,1.61728395061728e-06,2.49753086419753e-05,1.05349794238683e-06,6.78230452674897e-05,1.83786008230453e-05,4.44444444444444e-07,3.7037037037037e-07,0,4.11522633744856e-08,7.81893004115226e-08,1.23456790123457e-07,0,0,6.70781893004115e-07,0,4.73251028806584e-07,0,1.2201646090535e-05,1.87242798353909e-06,3.49794238683128e-07,1.6440329218107e-05,4.39506172839506e-06,0.000161559670781893,9.1358024691358e-07,1.23456790123457e-07,1.39917695473251e-07,4.04320987654321e-05,6.50205761316872e-07,0,2.69135802469136e-06,0,2.81893004115226e-06,1.1358024691358e-06,4.11522633744856e-09,8.54197530864198e-05,2.87448559670782e-05,1.60493827160494e-07,2.18106995884772e-07,9.09876543209877e-06,2.02880658436214e-06,7.48024691358025e-05,0.000119876543209877,3.91111111111111e-05,2.26543209876543e-05,4.03292181069959e-07,7.12345679012346e-06,4.58847736625514e-05,0,0,2.46913580246914e-08,0,0,7.44855967078189e-07,6.17283950617284e-08,1.05349794238683e-06,4.52674897119342e-08,0,0,1.89300411522634e-07,0,8.559670781893e-07,7.24279835390947e-07,2.71604938271605e-07,4.89711934156379e-07,2.79835390946502e-07,4.73251028806584e-07,2.59259259259259e-07,4.15679012345679e-05,2.79835390946502e-07,5.76131687242798e-08,6.17283950617284e-08,0,0,1.440329218107e-07,1.64609053497942e-08,6.87242798353909e-07,5.76131687242798e-08,0,5.76131687242798e-08,3.37037037037037e-05,5.76131687242798e-08,6.37860082304527e-07,0,0,1.85185185185185e-07,1.06995884773663e-07,2.92181069958848e-07,4.11522633744856e-08,4.5679012345679e-07,0,1.99588477366255e-06,0,0,0,0,0,0,0,6.17283950617284e-08,0,0,0,4.2798353909465e-07,1.440329218107e-07,2.20164609053498e-06,9.33127572016461e-05,0,0,4.52674897119342e-08,8.8477366255144e-07,4.5679012345679e-07,0,0
265,0.423719,2012-08-07 - 2013-04-29,2.83018867924528e-07,0,1.22981132075472e-05,8.56981132075472e-06,9.81132075471698e-08,2.12301886792453e-05,0,0.000113422641509434,4.83018867924528e-07,1.02264150943396e-06,1.44905660377358e-06,6.74528301886792e-05,7.9811320754717e-06,4.11698113207547e-06,6.41509433962264e-08,0,9.46452830188679e-05,2.26415094339623e-07,3.1622641509434e-06,0,3.24528301886792e-07,1.28679245283019e-05,0,3.77358490566038e-08,1.0188679245283e-07,2.38264150943396e-05,6.47094339622641e-05,6.55849056603774e-06,1.5e-05,1.80264150943396e-05,3.2377358490566e-05,1.52452830188679e-06,4.75735849056604e-05,2.54150943396226e-05,3.77358490566038e-08,2.60377358490566e-07,0,3.77358490566038e-08,1.50943396226415e-07,1.13207547169811e-07,1.9622641509434e-07,0,9.81132075471698e-07,0,3.16981132075472e-07,1.62264150943396e-07,4.56150943396226e-05,3.35849056603774e-07,3.20754716981132e-07,2.28301886792453e-06,1.25811320754717e-05,6.77811320754717e-05,0,1.13207547169811e-07,3.32075471698113e-07,0.000197049056603774,1.09094339622642e-05,0,1.42264150943396e-06,0,3.77358490566038e-08,3.89433962264151e-06,5.66037735849057e-08,8.30264150943396e-05,3.4222641509434e-05,3.20754716981132e-07,1.91698113207547e-06,3.25660377358491e-06,0,0.000133905660377359,4.64641509433962e-05,1.17358490566038e-06,4.2788679245283e-05,1.98490566037736e-06,9.89433962264151e-06,0,0,0,7.54716981132075e-08,6.41509433962264e-08,0,3.24528301886792e-07,5.66037735849057e-08,1.0188679245283e-06,2.64150943396226e-07,0,0,3.77358490566038e-08,1.32075471698113e-07,0,6.18867924528302e-07,1.05660377358491e-07,4.13207547169811e-06,1.88679245283019e-07,2.07547169811321e-07,0,4.56603773584906e-07,5.66037735849057e-08,1.59622641509434e-06,1.88679245283019e-07,0,0,1.32075471698113e-07,3.77358490566038e-08,0,0,4.4e-06,0,0.000108460377358491,0,5.84905660377358e-07,0,0,1.69811320754717e-07,1.50943396226415e-07,4.52830188679245e-07,3.77358490566038e-08,8.49056603773585e-07,0,5.66037735849057e-08,0,0,0,0,0,0,0,5.66037735849057e-08,0,1.92452830188679e-06,0,0,1.36981132075472e-06,8.15094339622641e-07,0.00018057358490566,0,0,9.43396226415094e-08,0,0,4.56603773584906e-07,0
306,0.433488,2012-08-07 - 2013-06-09,7.84313725490196e-08,2.61437908496732e-08,3.99673202614379e-06,1.1516339869281e-05,1.86928104575163e-06,3.50392156862745e-05,0,6.54738562091503e-05,7.67320261437908e-06,8.33333333333333e-07,2.05882352941177e-07,5.74281045751634e-05,3.24183006535948e-06,8.84640522875817e-06,0,0,0.000112771241830065,5.7516339869281e-07,3.95424836601307e-07,0,5e-07,4.4640522875817e-06,0,3.26797385620915e-08,3.61764705882353e-06,2.88006535947712e-05,0.000111941176470588,6.49019607843137e-06,1.24901960784314e-05,2.38725490196078e-05,3.10522875816993e-05,1.30392156862745e-06,5.39019607843137e-05,4.55228758169935e-06,3.26797385620915e-08,1.1437908496732e-07,0,3.26797385620915e-08,1.30718954248366e-07,7.18954248366013e-08,6.5359477124183e-08,3.92156862745098e-08,2.61437908496732e-07,0,1.69607843137255e-06,0,7.1078431372549e-06,2.25490196078431e-07,1.76470588235294e-07,7.8562091503268e-06,1.32581699346405e-05,3.67549019607843e-05,3.92156862745098e-08,9.80392156862745e-08,3.03921568627451e-07,0.000142323529411765,7.61764705882353e-06,2.54901960784314e-07,1.94771241830065e-06,2.61437908496732e-08,6.5359477124183e-09,2.54901960784314e-07,4.90196078431373e-08,3.34313725490196e-05,2.60032679738562e-05,9.47712418300654e-08,6.37908496732026e-06,4.61111111111111e-06,8.0718954248366e-07,1.37254901960784e-05,5.84640522875817e-05,0.000104173202614379,3.62352941176471e-05,4.58823529411765e-06,1.15359477124183e-06,9.96732026143791e-07,0,5e-07,6.5359477124183e-08,0,0,7.51633986928105e-08,4.90196078431373e-08,8.82352941176471e-07,7.18954248366013e-08,0,0,3.26797385620915e-08,2.61437908496732e-08,1.9281045751634e-07,5.32679738562091e-07,5.55555555555556e-08,3.43137254901961e-07,1.11111111111111e-07,3.75816993464052e-07,3.92156862745098e-08,1.24183006535948e-06,2.28758169934641e-08,0,1.11111111111111e-07,0,0,1.1437908496732e-07,6.5359477124183e-09,0,0,5.22875816993464e-08,2.61437908496732e-08,0.00030568954248366,0,5.06535947712418e-07,0,0,3.26797385620915e-08,1.30718954248366e-07,3.92156862745098e-07,1.47058823529412e-07,0,0,1.43790849673203e-07,0,0,0,0,0,0,0,4.90196078431373e-08,0,1.27450980392157e-07,0,0,0,0,0,0,0,8.16993464052288e-08,0,0,0,0
43,0.561798,2014-05-04 - 2014-06-16,3.69767441860465e-06,1e-06,1.23023255813953e-05,5.16046511627907e-05,9.30232558139535e-07,2.17441860465116e-05,8.37209302325581e-07,0.00189651162790698,0.00042306976744186,2.83720930232558e-06,1.28372093023256e-05,1.93488372093023e-05,4.86744186046511e-05,6.27906976744186e-07,3.02325581395349e-07,0,5.41860465116279e-06,3.72093023255814e-07,6.97674418604651e-07,3.02325581395349e-07,4.65116279069772e-08,2.55813953488372e-05,0,0,0.000104604651162791,2.01860465116279e-05,0.00179293023255814,6.46511627906977e-06,8.50697674418605e-05,9.1627906976744e-06,5.65348837209303e-05,7.02325581395349e-06,0.00343862790697674,4.53488372093023e-06,7.88372093023256e-06,5.58139534883721e-07,6.97674418604651e-08,0,0,7.2093023255814e-07,3.95348837209302e-06,1.13953488372093e-06,6.97674418604651e-07,0,9.86046511627907e-06,3.48837209302326e-07,3.44186046511628e-06,6.30232558139535e-06,1.62790697674419e-07,5.10930232558139e-05,0.000240302325581395,0.000605348837209302,7.74418604651163e-06,0,9.30232558139535e-08,0.000959139534883721,2.9093023255814e-05,1.86046511627907e-05,2.32558139534889e-08,5.58139534883721e-07,2.85581395348837e-05,8.09302325581395e-06,0,0.000371790697674419,8.53488372093024e-06,5.58139534883721e-06,7.56279069767442e-05,6.75581395348837e-05,1.88372093023256e-06,0.000943302325581395,0.000615627906976744,4.21860465116279e-05,4.44186046511628e-06,9.6046511627907e-06,2.67441860465116e-06,8.72093023255814e-06,2.06976744186046e-06,0,1.62790697674419e-07,0,0,0,0,3.41395348837209e-05,3.97674418604651e-06,2.2093023255814e-06,3.74418604651163e-06,1e-06,1.51162790697674e-06,1.47674418604651e-05,1.06976744186047e-06,1.6046511627907e-06,2.2093023255814e-06,2.37209302325581e-06,3.72093023255814e-07,2.32558139534884e-07,1.70697674418605e-05,3.47674418604651e-05,2.02325581395349e-06,5.58139534883721e-07,0,0,0,3.13953488372093e-06,0,0,1.62790697674419e-07,5.69767441860465e-06,0.000710418604651163,4.65116279069767e-07,1.67441860465116e-06,1.86046511627907e-06,0,2.32558139534884e-07,0,4.65116279069767e-07,9.30232558139535e-07,0,0,1.83720930232558e-05,0,0,0,0,0,0,0,0,0,0,0,3.48837209302326e-07,0,0,0,0,0,2.32558139534884e-07,0,0,0,0
