date.difference,mag.dist,date.diff,Hydrogenoanaerobacterium,Granulicatella,Coprococcus,Phascolarctobacterium,Victivallis,Dorea,Desulfosporosinus,Ruminococcus,Peptostreptococcus,Sarcina,Marvinbryantia,Subdoligranulum,Akkermansia,Veillonella,Campylobacter,Tetragenococcus,Dialister,Pantoea,Pseudomonas,Enterorhabdus,Christensenella,Collinsella,Candidatus.Arthromitus,Bacillus,Gemella,Parabacteroides,Faecalibacterium,Anaerotruncus,Streptococcus,Alistipes,Anaerostipes,Anaerosporobacter,Clostridium,Butyricimonas,Coprobacillus,Holdemania,Alkalispirillum,Macellibacteroides,Propionispora,Enterobacter,Peptococcus,Finegoldia,Escherichia,Klebsiella,Oscillibacter,Halorhodospira,Lactobacillus,Serratia,Shigella,Bilophila,Pseudobutyrivibrio,Blautia,Morganella,Providencia,Salmonella,Eubacterium,Sutterella,Peptoniphilus,Adlercreutzia,Corynebacterium,Parvimonas,Parasutterella,Tatumella,Bacteroides,Butyrivibrio,Flavonifractor,Barnesiella,Desulfovibrio,Prevotella,Roseburia,Lachnospira,Thalassospira,Pectobacterium,Acetitomaculum,Odoribacter,Mannheimia,Gordonibacter,Leuconostoc,Paludibacter,Sporobacter,Aquisalimonas,Aggregatibacter,Sporomusa,Moryella,Actinomyces,Gardnerella,Eikenella,Oribacterium,Erysipelatoclostridium,Varibaculum,Oscillospira,Actinobacillus,Bifidobacterium,Haemophilus,Anaerofilum,Paenibacillus,Fusobacterium,Megasphaera,Herbaspirillum,Papillibacter,Johnsonella,Thiothrix,Enorma,Porphyromonas,Dysgonomonas,Olsenella,Flavobacterium,Enterococcus,Cronobacter,Intestinimonas,Pediococcus,Shuttleworthia,Alicyclobacillus,Robinsoniella,Erwinia,Citrobacter,Chromobacterium,Plesiomonas,Aeromonas,Anaerococcus,Candidatus.Armantifilum,Flexibacter,Devosia,Chryseobacterium,Planifilum,Turicibacter,Anaeroplasma,Natranaerovirga,Howardella,Brevundimonas,Cellvibrio,Lonsdalea,Rahnella,Hafnia,Yersinia,Francisella,Methylobacter,Rhodobacter,Dechloromarinus,Ewingella,Thermus,Nitrosomonas
371,0.445661,2013-11-10 - 2014-11-16,0,0,1.68086253369272e-05,2.58490566037736e-06,6.52291105121294e-07,7.73584905660377e-06,0,4.42614555256065e-05,1.23989218328841e-07,3.11859838274933e-06,7.7088948787062e-07,6.81401617250674e-06,5.55256064690027e-07,3.80053908355795e-07,3.77358490566038e-08,0,8.89487870619947e-07,4.94609164420485e-06,4.01617250673854e-07,1.61725067385445e-08,7.6010781671159e-07,1.31805929919137e-06,2.10242587601078e-07,3.77358490566038e-08,6.28032345013477e-07,6.36981132075472e-05,0.000217420485175202,1.19676549865229e-06,1.38625336927224e-05,7.15902964959569e-06,2.83396226415094e-05,4.20485175202156e-07,3.7466307277628e-07,1.12695417789757e-05,0,1.75202156334232e-07,0,0,0,4.76873315363881e-05,6.01078167115903e-07,0,9.54177897574124e-07,1.34770889487871e-07,5.70350404312668e-06,0,7.54177897574124e-06,2.47088948787062e-05,4.20485175202156e-07,1.5256064690027e-06,3.50026954177898e-05,8.20188679245283e-05,8.9811320754717e-06,3.82749326145553e-07,2.08355795148248e-06,0.000124501347708895,7.73584905660377e-07,8.08625336927224e-08,1.55525606469003e-06,8.08625336927224e-08,3.77358490566038e-08,1.50943396226415e-07,0,6.57061994609164e-05,2.55229110512129e-05,5.39083557951483e-08,6.06199460916442e-06,1.3644204851752e-05,4.46900269541779e-06,5.1266846361186e-06,6.54878706199461e-05,3.11913746630728e-05,7.6288409703504e-05,5.84905660377359e-07,1.15363881401617e-06,0,8.08625336927224e-08,0,3.77358490566038e-08,1.61725067385445e-07,0,0,0,5.66037735849057e-08,4.04312668463612e-08,1.07816711590297e-07,0,2.69541778975741e-08,9.43396226415094e-08,3.77358490566038e-08,2.07816711590296e-06,1.07816711590296e-08,4.39353099730458e-07,3.77358490566038e-08,1.21293800539084e-07,2.69541778975741e-08,3.61185983827493e-07,1.07816711590296e-08,2.58760107816712e-07,4.04312668463612e-08,0,0,3.61185983827493e-07,1.34770889487871e-07,4.39353099730458e-07,3.77358490566038e-08,0,4.04312668463612e-08,9.51347708894879e-05,4.04312668463612e-08,0,3.77358490566038e-08,0,3.82749326145553e-07,1.34770889487871e-07,3.23450134770889e-08,2.69541778975741e-08,0,0,6.73854447439353e-08,5.66037735849057e-08,3.77358490566038e-08,3.77358490566038e-08,3.77358490566038e-08,2.29865229110512e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0.614949,2013-11-10 - 2014-11-22,0,0,3.5840848806366e-05,5.3368700265252e-06,6.41909814323607e-07,7.25994694960212e-06,2.12201591511936e-07,0.000102270557029178,9.70822281167109e-07,2.57559681697613e-06,1.91511936339523e-06,3.86021220159151e-05,9.28381962864721e-08,2.12201591511936e-08,0,0,7.93368700265252e-06,4.90450928381963e-06,0,5.30503978779841e-08,9.36339522546419e-07,8.46153846153846e-07,0,0,8.80636604774536e-07,1.07188328912467e-05,0.000231270557029178,1.42970822281167e-06,6.87002652519894e-06,2.0079575596817e-06,3.65596816976127e-05,1.48010610079576e-06,0.000107840848806366,3.315649867374e-06,0,1.72413793103448e-07,0,0,0,4.71538461538462e-05,6.28647214854111e-07,5.38992042440318e-06,1.88328912466844e-07,1.3262599469496e-07,6.53315649867374e-06,0,4.13793103448276e-07,2.59496021220159e-05,0,2.74005305039788e-06,8.35570291777188e-05,0.000121758620689655,3.97877984084881e-08,0,1.45888594164456e-07,0.0001537824933687,7.08753315649867e-06,9.54907161803714e-08,4.50928381962865e-08,6.50928381962865e-06,0,1.0079575596817e-07,0,5.89310344827586e-05,3.37931034482759e-05,5.30503978779841e-08,8.18567639257295e-06,3.06631299734748e-06,3.97877984084881e-08,0.000126705570291777,5.14084880636605e-05,4.63129973474801e-05,3.87267904509284e-07,3.39522546419098e-07,1.18832891246684e-06,0,7.95755968169761e-08,0,0,1.59151193633952e-07,0,0,0,1.40583554376658e-07,5.30503978779841e-08,1.06100795755968e-07,0,2.6525198938992e-08,2.12201591511936e-08,0,2.04509283819629e-06,2.54641909814324e-07,5.6684350132626e-06,0,1.19363395225464e-07,1.48541114058355e-07,0,1.59151193633952e-07,2.54641909814324e-07,3.97877984084881e-08,0,0,8.11671087533157e-07,0,0,7.16180371352785e-08,0,3.97877984084881e-08,0.000202689655172414,3.97877984084881e-08,0,0,0,1.40583554376658e-07,0,7.95755968169761e-08,2.6525198938992e-08,0,0,6.63129973474801e-08,0,0,0,7.16180371352785e-08,0,2.85411140583554e-06,6.83554376657825e-06,6.3395225464191e-07,1.69230769230769e-06,2.12201591511936e-07,0,0,0,0,0,0,0,0,0,0,0,0
392,0.402971,2013-11-10 - 2014-12-07,0,0,1.45892857142857e-05,2.67091836734694e-06,6.1734693877551e-07,3.68877551020408e-06,5.86734693877551e-08,5.13775510204082e-06,1.00255102040816e-06,5.48469387755102e-07,5.10204081632653e-07,3.42857142857143e-06,3.06122448979592e-08,1.88775510204082e-07,0,1.1734693877551e-07,8.67857142857143e-06,4.71683673469388e-06,6.76020408163265e-07,1.83673469387755e-07,6.93877551020408e-07,1.76020408163265e-06,1.1734693877551e-07,2.6530612244898e-07,8.46938775510204e-07,5.31581632653061e-05,7.99107142857143e-05,1.33673469387755e-06,1.27729591836735e-05,5.51020408163265e-06,7.78571428571428e-06,1.67602040816327e-06,9.59948979591837e-06,5.18112244897959e-06,0,7.6530612244898e-08,0,0,1.47959183673469e-07,4.53494897959184e-05,4.56632653061224e-07,0,1.22448979591837e-07,1.27551020408163e-07,4.10714285714286e-06,0,7.09183673469388e-06,2.48979591836735e-05,1.47959183673469e-07,7.14285714285715e-08,3.74387755102041e-05,0.000156665816326531,5.77117346938775e-05,1.32678571428571e-05,1.4030612244898e-07,0.000140053571428571,1.71045918367347e-05,7.6530612244898e-08,1.68112244897959e-06,1.78571428571429e-08,0,9.78316326530612e-06,0,1.42933673469388e-05,1.19795918367347e-05,5.0765306122449e-07,1.38265306122449e-06,3.33928571428571e-06,1.18367346938776e-06,1.58469387755102e-05,8.67091836734694e-06,2.87423469387755e-05,2.55102040816327e-07,4.41581632653061e-06,1.96428571428572e-07,0,7.6530612244898e-08,0,1.1734693877551e-07,9.43877551020408e-08,0,0,0,5.86734693877551e-08,5.10204081632653e-08,1.02040816326531e-07,0,2.55102040816327e-08,8.92857142857143e-08,0,1.90816326530612e-06,2.55102040816327e-08,5.79081632653061e-07,0,5.61224489795918e-08,3.31632653061224e-08,0,1.53061224489796e-07,3.8265306122449e-08,1.0969387755102e-07,8.92857142857143e-08,0,2.93367346938776e-07,0,3.23979591836735e-07,0,0,3.8265306122449e-08,0.000188033163265306,3.8265306122449e-08,0,0,0,0,1.1734693877551e-07,7.6530612244898e-08,2.55102040816327e-08,0,0,6.37755102040816e-08,0,0,0,0,0,0,0,0,0,0,1.1734693877551e-07,0,0,0,0,0,0,5.86734693877551e-08,3.8265306122449e-07,0,0,0
402,0.45454,2013-11-10 - 2014-12-17,0,2.48756218905473e-08,1.76766169154229e-05,5.3681592039801e-06,6.01990049751244e-07,5.58457711442785e-06,1.8407960199005e-07,8.6092039800995e-05,9.5273631840796e-07,7.98507462686567e-07,1.33582089552239e-06,1.00323383084577e-05,1.35572139303483e-06,2.08955223880597e-07,4.40298507462687e-07,0,4.47761194029845e-08,4.59950248756219e-06,8.01243781094527e-06,2.48756218905473e-08,3.28358208955224e-07,1.07462686567164e-06,8.45771144278607e-08,0,7.76119402985075e-07,2.95248756218905e-05,7.04303482587064e-05,1.01741293532338e-06,2.24875621890547e-06,4.33582089552239e-06,1.73059701492537e-05,1.59203980099502e-07,9.00497512437811e-07,1.21890547263682e-06,0,1.61691542288557e-07,0,0,2.48756218905473e-08,4.42213930348259e-05,3.68159203980099e-07,0,1.76616915422886e-07,1.24378109452736e-07,5.02487562189055e-06,0,3.42039800995025e-06,2.43358208955224e-05,0,7.93532338308457e-07,1.7318407960199e-05,0.000155554726368159,5.54975124378109e-05,1.51691542288557e-05,1.3681592039801e-07,9.15074626865672e-05,1.61318407960199e-05,7.46268656716418e-08,1.32089552238806e-06,7.46268656716418e-08,0,9.82835820895523e-06,0,5.86791044776119e-05,2.96268656716418e-05,4.97512437810945e-08,1.00746268656716e-06,4.43781094527363e-06,1.98009950248756e-06,4.63681592039801e-05,5.81293532338308e-05,1.96293532338308e-05,2.53731343283582e-07,2.19900497512438e-06,1.59203980099502e-07,0,2.48756218905473e-08,0,8.45771144278607e-08,1.49253731343284e-07,0,0,0,2.48756218905473e-08,4.97512437810945e-08,9.95024875621891e-08,0,1.24378109452736e-08,8.70646766169154e-08,0,1.91791044776119e-06,2.48756218905473e-08,4.0547263681592e-07,0,1.11940298507463e-07,0,2.48756218905473e-08,1.24378109452736e-07,2.38805970149254e-07,3.73134328358209e-08,2.48756218905473e-08,0,1.09452736318408e-07,1.34328358208955e-07,1.59203980099502e-07,0,0,3.73134328358209e-08,0.00019,3.73134328358209e-08,0,0,0,2.48756218905473e-08,0,7.46268656716418e-08,8.45771144278607e-08,0,0,6.21890547263682e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0.560689,2013-11-10 - 2015-01-06,1.18483412322275e-07,0,2.10118483412322e-05,4.5e-06,5.37914691943128e-07,2.14810426540284e-05,3.38862559241706e-07,6.07701421800948e-05,5.92417061611375e-08,1.12085308056872e-06,1.6824644549763e-07,2.28199052132702e-06,2.72440758293839e-05,3.69668246445498e-07,0,0,7.32701421800948e-06,3.49052132701422e-06,1.27962085308057e-07,4.739336492891e-08,7.08530805687204e-07,2.26777251184834e-06,1.8957345971564e-08,1.75355450236967e-07,1.44549763033175e-07,7.04597156398104e-05,7.85971563981042e-05,1.49289099526066e-06,1.30876777251185e-05,5.90521327014218e-06,1.31445497630332e-05,1.86255924170616e-06,1.05189573459716e-05,4.20142180094787e-06,0,1.35071090047393e-07,0,1.8957345971564e-08,1.27962085308057e-07,2.50189573459716e-05,5.260663507109e-07,0,1.06635071090047e-07,2.82701421800948e-06,5.57109004739336e-06,0,6.55924170616114e-06,2.27417061611374e-05,7.34597156398104e-08,4.0521327014218e-07,9.11611374407583e-06,0.000222085308056872,2.09502369668246e-05,2.64218009478673e-06,2.41232227488152e-06,0.000118656398104265,1.27985781990521e-05,5.21327014218009e-08,1.22511848341232e-06,2.60663507109005e-08,3.55450236966825e-08,3.24644549763033e-06,2.01421800947867e-07,0.000142120853080569,2.77322274881517e-05,2.60663507109005e-08,1.32582938388626e-05,7.65165876777251e-06,5.22748815165877e-06,7.57440758293839e-05,5.67630331753554e-05,3.84360189573459e-06,1.43364928909953e-06,4.90521327014218e-07,2.34597156398104e-07,1.46919431279621e-07,5.21327014218009e-08,0,2.8436018957346e-08,1.4218009478673e-07,0,0,0,1.01895734597156e-07,2.8436018957346e-08,5.92417061611375e-08,0,1.18483412322275e-08,8.29383886255924e-08,1.09004739336493e-07,1.7914691943128e-06,4.739336492891e-09,5.37914691943128e-07,1.8957345971564e-08,7.81990521327014e-08,4.43127962085308e-07,0,1.13744075829384e-07,1.91943127962085e-07,1.65876777251185e-08,0,0,0,1.8957345971564e-08,1.75355450236967e-07,0,0,3.55450236966825e-08,0.000173691943127962,3.55450236966825e-08,3.55450236966825e-08,2.93838862559242e-07,1.40284360189573e-06,2.8436018957346e-07,4.50236966824645e-08,4.24170616113744e-07,5.92417061611374e-08,1.8957345971564e-08,1.8436018957346e-06,7.81990521327014e-08,5.78199052132701e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0.825264,2013-11-10 - 2015-01-14,6.25581395348837e-07,3.53488372093023e-07,1.98279069767442e-05,3.90232558139535e-06,1.53488372093023e-07,2.47139534883721e-05,2.18604651162791e-07,4.67093023255814e-05,5.83720930232558e-07,8.21860465116279e-06,9.53488372093023e-08,6.79302325581395e-06,1.70767441860465e-05,3.90697674418605e-07,5.34883720930233e-08,2.17906976744186e-06,7.69767441860466e-07,2.85162790697674e-05,1.37209302325581e-07,6.97674418604651e-09,7.67441860465116e-07,1.9953488372093e-06,5.34883720930233e-08,1.09302325581395e-07,6.44186046511628e-07,0.000122004651162791,0.000243709302325581,6.03023255813953e-06,1.34883720930233e-05,8.83023255813953e-06,1.52162790697674e-05,1.00697674418605e-06,0.000231902325581395,1.21302325581395e-05,8.72093023255814e-07,9.76744186046511e-08,4.09302325581395e-07,4.34883720930233e-07,5.34883720930233e-08,3.77744186046512e-05,3.06976744186046e-07,8.13953488372093e-08,5.58139534883721e-08,6.27906976744186e-08,5.56511627906977e-06,2.44186046511628e-07,4.58372093023256e-06,2.23162790697674e-05,8.13953488372093e-08,2.55348837209302e-06,3.18325581395349e-05,0.000235160465116279,1.14023255813953e-05,1.21744186046512e-05,5.25581395348837e-07,6.79604651162791e-05,8.83720930232558e-08,1.62790697674419e-08,1.3953488372093e-07,1.62790697674419e-08,8.13953488372093e-08,9.30232558139535e-09,1.90697674418605e-07,0.000235404651162791,2.54720930232558e-05,1.97674418604651e-07,3.05627906976744e-05,1.81813953488372e-05,1.34186046511628e-06,5.9353488372093e-05,5.7706976744186e-05,3.89441860465116e-05,1.56186046511628e-05,5.20930232558139e-07,2.65116279069768e-07,0,6.97674418604651e-08,0,0,1.3953488372093e-07,0,0,0,0,4.65116279069768e-08,9.30232558139535e-08,0,2.32558139534884e-08,8.13953488372093e-08,0,1.79302325581395e-06,2.32558139534884e-08,5.27906976744186e-07,0,1.04651162790698e-07,2.32558139534884e-08,0,1.3953488372093e-07,2.23255813953488e-07,3.48837209302326e-08,0,0,0,0,0,0,0,3.48837209302326e-08,0.0001778,3.48837209302326e-08,0,0,0,0,0,6.97674418604651e-08,2.32558139534884e-08,0,0,5.81395348837209e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0.693595,2013-11-10 - 2015-01-25,2.35827664399093e-07,0,2.21995464852607e-06,2.29251700680272e-06,5.4875283446712e-07,5.78888888888889e-05,1.17913832199546e-07,0.000231560090702948,5.96371882086168e-07,8.82086167800453e-07,4.19047619047619e-06,5.84807256235828e-06,0.000148886621315193,4.33106575963719e-07,0,0,2.03174603174603e-06,4.19274376417234e-06,0,4.26303854875283e-07,6.82539682539683e-07,1.62358276643991e-06,4.71655328798186e-07,2.35827664399093e-07,7.52834467120181e-07,3.15396825396825e-05,0.000240281179138322,1.27437641723356e-06,1.340589569161e-05,1.53310657596372e-05,0.000127605442176871,0,3.08616780045351e-06,3.4013605442177e-08,0,1.47392290249433e-07,0,0,1.17913832199546e-07,4.03106575963719e-05,4.19501133786848e-07,0,1.60997732426304e-07,1.13378684807256e-07,5.58503401360544e-06,0,3.03174603174603e-06,2.21836734693878e-05,0,1.2562358276644e-06,6.50589569160998e-05,1.47619047619047e-06,3.40136054421769e-08,0,1.24716553287982e-07,0.00012443537414966,5.37414965986395e-07,6.80272108843537e-08,4.04761904761905e-06,6.80272108843537e-08,0,2.7437641723356e-07,0,7.4875283446712e-06,2.31972789115646e-05,4.53514739229025e-08,2.02290249433107e-05,8.85714285714286e-06,4.05895691609977e-07,7.28004535147392e-05,5.31541950113379e-05,3.87074829931973e-05,3.31065759637188e-07,4.28571428571429e-07,4.44444444444444e-07,0,6.80272108843537e-08,0,1.17913832199546e-07,1.36054421768707e-07,0,0,0,1.17913832199546e-07,7.2562358276644e-08,9.0702947845805e-08,0,9.52380952380952e-08,7.93650793650794e-08,0,1.74829931972789e-06,2.26757369614512e-08,3.37868480725624e-07,0,1.02040816326531e-07,2.26757369614512e-08,0,1.8140589569161e-08,2.17687074829932e-07,8.39002267573696e-08,1.7687074829932e-07,2.35827664399093e-07,5.89569160997732e-07,2.35827664399093e-07,1.7687074829932e-07,2.35827664399093e-07,0,3.40136054421769e-08,0.000173365079365079,3.40136054421769e-08,0,0,0,0,0,6.80272108843537e-08,2.26757369614512e-08,0,0,5.66893424036281e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0.411149,2013-11-10 - 2015-02-08,0,0,1.02153846153846e-05,3.78681318681319e-06,4.41758241758242e-07,2.48153846153846e-05,0,0.000122569230769231,7.27472527472527e-07,2.38461538461538e-06,7.89010989010989e-06,7.91868131868132e-06,8.07472527472527e-06,2.3956043956044e-07,0,0,9.23076923076931e-08,4.06373626373626e-06,9.01098901098901e-08,4.3956043956044e-08,6.85714285714286e-07,4.67912087912088e-06,0,0,7.2967032967033e-07,1.85054945054945e-06,0.000107015384615385,1.97802197802198e-07,1.15164835164835e-06,5.92527472527473e-06,4.90813186813187e-05,0,2.89010989010989e-06,1.2967032967033e-07,0,1.42857142857143e-07,0,0,0,3.90703296703297e-05,5.20879120879121e-07,0,1.56043956043956e-07,1.0989010989011e-07,5.32307692307692e-06,0,8.65934065934066e-07,2.15010989010989e-05,0,6.3956043956044e-07,4.51868131868132e-06,2.54681318681319e-05,1.03296703296703e-07,0,1.20879120879121e-07,0.000116340659340659,8.83516483516484e-07,6.59340659340659e-08,6.10989010989011e-07,6.59340659340659e-08,9.01098901098901e-08,2.09010989010989e-06,0,5.37582417582418e-06,1.77164835164835e-05,4.3956043956044e-08,5.74505494505495e-06,3.25274725274725e-06,1.50989010989011e-06,1.18681318681319e-05,5.87120879120879e-05,3.75120879120879e-05,2.30769230769231e-07,3.73626373626374e-08,1.54285714285714e-06,0,2.41758241758242e-08,0,0,1.31868131868132e-07,0,0,0,0,1.36263736263736e-07,8.79120879120879e-08,0,6.81318681318681e-08,1.31868131868132e-08,0,1.69450549450549e-06,2.1978021978022e-08,5.89010989010989e-07,0,9.89010989010989e-08,2.1978021978022e-08,0,1.31868131868132e-07,2.10989010989011e-07,3.2967032967033e-08,0,0,5.42857142857143e-07,0,0,9.01098901098901e-08,0,3.2967032967033e-08,0.000168030769230769,5.71428571428571e-08,0,0,0,0,0,6.59340659340659e-08,2.1978021978022e-08,0,0,5.49450549450549e-08,1.13186813186813e-06,0,0,0,0,0,0,0,0,9.01098901098901e-08,3.16483516483517e-07,0,0,0,0,0,0,0,0,0,0,0
470,0.588073,2013-11-10 - 2015-02-23,0,0,1.32234042553192e-05,8.48510638297872e-06,5.14893617021277e-07,1.47617021276596e-05,2.31914893617021e-07,0.00034841914893617,8.36170212765957e-07,1.01702127659574e-06,1.00425531914894e-06,9.36170212765958e-07,2.04255319148936e-07,4.06382978723404e-07,0,0,1.05936170212766e-05,3.93404255319149e-06,5.08510638297872e-07,4.25531914893617e-08,7.51063829787234e-07,2.47872340425532e-06,0,0,7.06382978723404e-07,1.59468085106383e-05,8.03553191489362e-05,8.48936170212766e-07,1.26893617021277e-05,1.09765957446809e-05,1.34382978723404e-05,2.03829787234043e-06,2.25531914893617e-06,2.75106382978723e-06,0,1.38297872340426e-07,0,0,0,3.78234042553192e-05,5.04255319148936e-07,0,1.51063829787234e-07,1.06382978723404e-07,4.87021276595745e-06,0,3.00212765957447e-06,2.07212765957447e-05,0,1.54893617021277e-06,1.47340425531915e-05,0.000182972340425532,3.52531914893617e-05,5.46382978723404e-06,1.17021276595745e-07,8.57234042553192e-05,5.14468085106383e-06,6.38297872340426e-08,1.63829787234043e-07,6.38297872340426e-08,0,5.76170212765957e-06,0,1.61212765957447e-05,1.69127659574468e-05,4.25531914893617e-08,3.51063829787234e-07,2.0936170212766e-06,9.93617021276596e-07,8.14255319148936e-06,4.56297872340426e-05,3.63148936170213e-05,2.17021276595745e-07,1.66382978723404e-06,1.66170212765957e-06,0,6.38297872340426e-08,0,0,1.27659574468085e-07,0,0,0,0,5.1063829787234e-08,8.51063829787234e-08,0,7.23404255319149e-08,7.4468085106383e-08,0,1.64042553191489e-06,2.12765957446809e-08,4.82978723404255e-07,0,9.57446808510638e-08,4.87234042553192e-07,0,1.27659574468085e-07,2.04255319148936e-07,3.19148936170213e-08,0,0,0,0,0,0,0,3.19148936170213e-08,0.000162529787234043,3.19148936170213e-08,0,0,0,0,0,6.38297872340426e-08,2.12765957446809e-08,0,0,5.31914893617021e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36170212765957e-08,0,0,0,0
36,0.496667,2013-12-14 - 2014-01-19,1.75e-06,0,0.000566777777777778,0.000192888888888889,5.86111111111111e-06,0.000355972222222222,0,0.000459361111111111,0.000174222222222222,2.20555555555556e-05,1.06111111111111e-05,2.88888888888889e-06,0.00121438888888889,1.05555555555556e-06,1.91666666666667e-06,0,0.000401,0.000305333333333333,8.33333333333333e-08,0,3.55555555555555e-06,0.000153111111111111,0,2.77777777777779e-08,4.33611111111111e-05,0.000129888888888889,0.000466833333333333,0.000134277777777778,3.25e-06,1.65833333333333e-05,0.000494722222222222,4.44444444444444e-07,4.96944444444445e-05,4.02777777777778e-05,4.72222222222222e-06,1.33333333333333e-06,8.33333333333333e-07,0,0,2.75e-06,3.16666666666667e-06,3.33333333333333e-07,1.03333333333333e-05,1.66666666666667e-07,2.75e-06,5.83333333333333e-07,0.000238055555555556,1.40277777777778e-05,1.08333333333333e-06,2.73888888888889e-05,0.000107333333333333,0.00190697222222222,1.55555555555556e-06,0,8.86111111111111e-06,0.000334222222222222,3.58333333333333e-06,1.66666666666667e-07,4.11111111111111e-06,3.05555555555556e-07,1.33333333333333e-06,2.38055555555556e-05,0,0.000673083333333333,0.0001235,5.83333333333333e-07,2.93611111111111e-05,0.000118916666666667,9.44444444444444e-07,0.000405333333333333,0.000231416666666667,0.00012275,0.000207666666666667,2.58333333333333e-06,3.36666666666667e-05,3.44444444444444e-06,1.47222222222222e-06,1.47222222222222e-06,2.22222222222222e-07,3.05555555555555e-07,5.77777777777778e-06,2.77777777777778e-07,2.80555555555556e-06,9.52777777777778e-06,2.22222222222222e-07,2.73055555555556e-05,4.44444444444444e-07,2.08333333333333e-06,4.16666666666667e-07,1.33333333333333e-06,1.47222222222222e-06,5.27777777777778e-07,9.36111111111111e-06,1.08333333333333e-06,2.5e-07,8.33333333333333e-08,2.66111111111111e-05,1.15e-05,0.000118305555555556,1e-06,0,0,0,5.83333333333333e-07,0,0,0,0,0.00365138888888889,1.66666666666667e-07,0,0,0,0,0,0,4.16666666666667e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667e-07,1.45e-05,0,0,0,0,0
65,0.417242,2013-12-14 - 2014-02-17,5.2e-06,0,3.93538461538462e-05,7.33692307692308e-05,2.83076923076923e-06,0.000106815384615385,1.07692307692308e-07,0.00179403076923077,3.68e-05,4.95384615384615e-06,5.90769230769231e-06,1.59076923076923e-05,0.000220492307692308,1.36923076923077e-06,1.53846153846154e-08,0,3.17076923076923e-05,2.75384615384615e-06,1.12307692307692e-06,1.07692307692308e-07,2.15384615384616e-07,1.29076923076923e-05,0,3.38461538461539e-07,1.45076923076923e-05,0.000302030769230769,0.000405184615384616,9.30153846153846e-05,4.53846153846154e-06,0.000133323076923077,0.000240953846153846,1.12307692307692e-06,6.56461538461538e-05,1.82307692307692e-05,8.89230769230769e-06,5.43076923076923e-06,1.04615384615385e-06,0,0,1.84615384615385e-06,3.07692307692308e-08,9.23076923076923e-08,3.87692307692308e-06,9.23076923076923e-08,7.38461538461539e-07,1.07692307692308e-07,7.13384615384615e-05,2.72307692307692e-06,6e-07,1.11846153846154e-05,0.000190338461538462,0.0001176,7.69230769230769e-08,0,1.43076923076923e-06,0.000244753846153846,5.86153846153846e-06,1.53846153846154e-08,4.72307692307692e-06,2.30769230769231e-07,6.15384615384615e-07,3.95384615384615e-06,0,0.000469630769230769,1.36923076923077e-06,3.53846153846154e-07,7.87538461538462e-05,6.49230769230769e-06,7.07692307692308e-07,0.000272784615384615,0.000107661538461538,9.98615384615385e-05,5.39692307692308e-05,6.76923076923077e-07,1.60153846153846e-05,4.61538461538461e-08,1.33846153846154e-06,7.84615384615385e-07,3.69230769230769e-07,8.30769230769231e-07,0,9.23076923076923e-08,0,2.06153846153846e-05,1.84615384615385e-06,1.72615384615385e-05,1.01538461538462e-06,4e-07,1.98461538461538e-06,1.12307692307692e-06,5.84615384615385e-07,4.61538461538462e-07,6.46153846153846e-07,1.38461538461538e-07,1.69230769230769e-07,3.69230769230769e-07,5.03076923076923e-06,1.83076923076923e-06,1.38461538461538e-06,1.69230769230769e-07,0,0,0,2.15384615384615e-07,0,0,0,0,0.00093,1.38461538461538e-07,6.76923076923077e-07,0,0,1.07692307692308e-07,0,1.69230769230769e-07,2.30769230769231e-07,0,0,1.07692307692308e-07,0,0,1.07692307692308e-07,0,0,0,0,0,0,0,0,0,0,0,0,9.23076923076923e-08,8.03076923076923e-06,0,0,0,0,0
